Date,FII Gross Purchase (Rs. Cr),FII Gross Sales (Rs. Cr),DII Gross Purchase (Rs. Cr),DII Gross Sales (Rs. Cr),FII Net (Rs. Cr),DII Net (Rs. Cr)
24-Jul-2018,7641.2,3229.33,5563.6,5750.79,4411.87,-187.19
25-Jul-2018,5124.89,2318.21,1819.36,4583.13,2806.68,-2763.77
26-Jul-2018,6879.97,6411.43,7660.58,2543.49,468.54,5117.09
27-Jul-2018,5441.45,6084.8,5444.43,3020.49,-643.35,2423.94
30-Jul-2018,5880.87,3588.85,4082.25,4144.49,2292.02,-62.24
31-Jul-2018,4394.7,3588.94,4023.77,4319.51,805.76,-295.74
01-Aug-2018,1995.48,7032.0,5314.43,1824.91,-5036.52,3489.52
02-Aug-2018,4812.56,5334.76,2719.21,4105.13,-522.2,-1385.92
03-Aug-2018,3492.52,6630.02,2532.98,2717.39,-3137.5,-184.41
06-Aug-2018,1820.18,16491.96,3703.98,6178.97,-14671.78,-2474.99
07-Aug-2018,4370.11,7872.97,2403.2,3378.81,-3502.86,-975.61
08-Aug-2018,3708.63,2450.41,2482.87,2474.35,1258.22,8.52
09-Aug-2018,4717.95,3695.12,3995.7,2000.81,1022.83,1994.89
10-Aug-2018,8617.26,3648.65,3530.39,3934.3,4968.61,-403.91
13-Aug-2018,4743.87,3391.92,3192.45,4743.39,1351.95,-1550.94
14-Aug-2018,3331.75,3604.06,2936.54,3925.37,-272.31,-988.83
15-Aug-2018,3553.15,1387.91,4272.34,3257.27,2165.24,1015.07
16-Aug-2018,4636.77,3657.28,3512.07,1726.41,979.49,1785.66
17-Aug-2018,6369.26,13237.37,10003.29,3255.25,-6868.11,6748.04
20-Aug-2018,2131.99,6729.81,1530.35,2270.69,-4597.82,-740.34
21-Aug-2018,6688.04,4245.65,2790.54,3667.03,2442.39,-876.49
22-Aug-2018,5420.07,6576.88,3340.14,3672.68,-1156.81,-332.54
23-Aug-2018,2320.15,7285.33,5835.57,1379.44,-4965.18,4456.13
24-Aug-2018,3323.23,1618.74,3440.18,2694.07,1704.49,746.11
27-Aug-2018,3071.16,3185.45,5549.47,5128.92,-114.29,420.55
28-Aug-2018,4755.58,2975.54,1789.87,4816.46,1780.04,-3026.59
29-Aug-2018,4286.7,4588.04,6118.05,3167.59,-301.34,2950.46
30-Aug-2018,2130.86,2318.63,3351.28,3815.69,-187.77,-464.41
31-Aug-2018,6772.54,5523.85,5590.2,3273.84,1248.69,2316.36
03-Sep-2018,3053.65,4423.4,3294.25,6869.89,-1369.75,-3575.64
04-Sep-2018,4768.53,4440.76,3912.17,3306.11,327.77,606.06
05-Sep-2018,10793.15,6407.32,4382.96,6087.11,4385.83,-1704.15
06-Sep-2018,3865.7,5658.67,3186.11,3714.68,-1792.97,-528.57
07-Sep-2018,5724.57,4647.85,3318.26,4335.97,1076.72,-1017.71
10-Sep-2018,4947.54,1445.31,4891.01,3620.39,3502.23,1270.62
11-Sep-2018,4439.38,3795.49,6362.59,2638.64,643.89,3723.95
12-Sep-2018,5869.89,3420.56,2267.73,4387.14,2449.33,-2119.41
13-Sep-2018,5173.64,5002.84,4507.19,3843.21,170.8,663.98
14-Sep-2018,2998.67,9661.5,2837.68,3222.64,-6662.83,-384.96
17-Sep-2018,6407.51,2945.39,4604.15,2854.62,3462.12,1749.53
18-Sep-2018,3280.26,3229.36,4653.65,3290.49,50.9,1363.16
19-Sep-2018,2498.53,5823.45,3653.75,3335.12,-3324.92,318.63
20-Sep-2018,4678.77,2890.21,3511.08,6618.97,1788.56,-3107.89
21-Sep-2018,3286.76,2957.2,6699.88,2523.42,329.56,4176.46
24-Sep-2018,3530.33,3986.64,5348.06,4285.83,-456.31,1062.23
25-Sep-2018,9779.71,5128.59,3205.31,3081.06,4651.12,124.25
26-Sep-2018,5324.37,5494.1,2728.38,4094.79,-169.73,-1366.41
27-Sep-2018,8521.61,6074.54,12497.45,3109.61,2447.07,9387.84
28-Sep-2018,3565.51,2403.62,3335.07,4007.89,1161.89,-672.82
01-Oct-2018,8335.85,8299.65,4657.07,6436.95,36.2,-1779.88
02-Oct-2018,5934.92,6548.82,5362.14,2935.16,-613.9,2426.98
03-Oct-2018,3718.58,4989.37,2133.49,2075.15,-1270.79,58.34
04-Oct-2018,4236.65,4788.24,3578.08,1847.02,-551.59,1731.06
05-Oct-2018,3782.44,8905.03,4639.92,4521.54,-5122.59,118.38
08-Oct-2018,5187.53,2425.06,2434.37,2947.27,2762.47,-512.9
09-Oct-2018,2402.78,7870.12,1619.3,2416.87,-5467.34,-797.57
10-Oct-2018,5963.37,4478.37,6279.15,6419.04,1485.0,-139.89
11-Oct-2018,2603.73,12560.19,4528.6,4431.73,-9956.46,96.87
12-Oct-2018,2138.71,7331.18,3025.67,2209.49,-5192.47,816.18
15-Oct-2018,4965.15,3998.68,3976.99,3182.25,966.47,794.74
16-Oct-2018,3530.41,3476.0,5063.0,4734.45,54.41,328.55
17-Oct-2018,4252.87,4055.15,5284.52,3207.62,197.72,2076.9
18-Oct-2018,5640.78,2540.58,4656.69,2908.89,3100.2,1747.8
19-Oct-2018,4667.99,2803.51,5709.58,1583.79,1864.48,4125.79
22-Oct-2018,3821.19,4374.69,4540.45,1043.26,-553.5,3497.19
23-Oct-2018,2833.58,4415.45,4195.4,3119.81,-1581.87,1075.59
24-Oct-2018,3148.31,3173.74,2501.34,2020.4,-25.43,480.94
25-Oct-2018,5595.34,2038.77,4511.07,5702.99,3556.57,-1191.92
26-Oct-2018,3078.22,5079.22,2600.22,2320.27,-2001.0,279.95
29-Oct-2018,4794.54,4201.14,3710.4,3621.34,593.4,89.06
30-Oct-2018,5586.07,4424.03,4513.06,3424.68,1162.04,1088.38
31-Oct-2018,2678.81,3807.68,4158.69,3616.72,-1128.87,541.97
01-Nov-2018,2462.97,4171.74,1332.73,6298.02,-1708.77,-4965.29
02-Nov-2018,5903.1,4005.92,3424.72,4909.47,1897.18,-1484.75
05-Nov-2018,1320.67,4117.86,3146.0,2804.73,-2797.19,341.27
06-Nov-2018,2804.0,4906.09,3249.46,2381.77,-2102.09,867.69
07-Nov-2018,7014.08,2745.91,3569.86,4133.64,4268.17,-563.78
08-Nov-2018,2579.05,5390.52,3548.7,1902.81,-2811.47,1645.89
09-Nov-2018,3389.34,3191.39,3826.18,3952.71,197.95,-126.53
12-Nov-2018,7835.11,5064.01,3108.24,3466.46,2771.1,-358.22
13-Nov-2018,4147.39,6824.14,6799.62,4243.33,-2676.75,2556.29
14-Nov-2018,9845.61,9336.86,2520.72,4003.34,508.75,-1482.62
15-Nov-2018,4846.6,3283.04,2500.67,5376.59,1563.56,-2875.92
16-Nov-2018,3667.31,1925.83,2352.16,1594.72,1741.48,757.44
19-Nov-2018,4192.73,3385.17,2004.82,4509.57,807.56,-2504.75
20-Nov-2018,2422.14,4033.99,3051.44,3509.0,-1611.85,-457.56
21-Nov-2018,3468.17,3827.2,5125.81,2801.08,-359.03,2324.73
22-Nov-2018,2094.38,3472.39,7064.9,2506.41,-1378.01,4558.49
23-Nov-2018,3237.9,5468.74,2684.72,2022.91,-2230.84,661.81
26-Nov-2018,6629.9,5743.25,3333.5,4577.64,886.65,-1244.14
27-Nov-2018,4074.94,3607.94,4309.7,2206.05,467.0,2103.65
28-Nov-2018,3588.11,2686.12,2709.49,4449.17,901.99,-1739.68
29-Nov-2018,2473.92,8604.67,5701.32,5340.31,-6130.75,361.01
30-Nov-2018,3801.48,8214.15,5229.51,3189.56,-4412.67,2039.95
03-Dec-2018,13786.65,4835.61,6724.97,3937.32,8951.04,2787.65
04-Dec-2018,5121.11,5664.49,5900.6,3147.22,-543.38,2753.38
05-Dec-2018,3997.98,8286.62,3569.13,6582.44,-4288.64,-3013.31
06-Dec-2018,3002.59,3075.4,4102.27,6546.54,-72.81,-2444.27
07-Dec-2018,6417.83,2931.51,5136.22,2517.18,3486.32,2619.04
10-Dec-2018,7276.28,3837.89,6585.47,4907.97,3438.39,1677.5
11-Dec-2018,5329.22,3179.06,2853.98,4707.76,2150.16,-1853.78
12-Dec-2018,12778.35,4436.44,3594.5,3381.09,8341.91,213.41
13-Dec-2018,5485.58,4548.39,4941.4,1001.32,937.19,3940.08
14-Dec-2018,5346.76,2232.19,3799.03,2001.71,3114.57,1797.32
17-Dec-2018,6814.69,1237.78,4994.81,4546.69,5576.91,448.12
18-Dec-2018,3603.99,2709.04,4438.56,4004.31,894.95,434.25
19-Dec-2018,5666.8,9475.45,4331.05,3180.87,-3808.65,1150.18
20-Dec-2018,3575.79,5279.07,3537.68,2658.66,-1703.28,879.02
21-Dec-2018,2909.66,2428.81,1752.25,3642.63,480.85,-1890.38
24-Dec-2018,2214.39,7937.96,2555.1,2434.37,-5723.57,120.73
25-Dec-2018,2119.01,5472.25,4079.77,2337.99,-3353.24,1741.78
26-Dec-2018,3225.04,4375.75,1885.9,3332.24,-1150.71,-1446.34
27-Dec-2018,11850.87,3223.41,2364.11,2415.11,8627.46,-51.0
28-Dec-2018,3105.28,7285.79,2616.18,6167.3,-4180.51,-3551.12
31-Dec-2018,12885.82,2229.57,3189.33,2326.08,10656.25,863.25
01-Jan-2019,6781.11,2888.19,4503.54,2767.05,3892.92,1736.49
02-Jan-2019,4092.5,4674.32,3493.73,3568.41,-581.82,-74.68
03-Jan-2019,4974.12,1333.85,6356.65,4641.89,3640.27,1714.76
04-Jan-2019,6551.04,5646.37,3193.45,4779.21,904.67,-1585.76
07-Jan-2019,2485.88,4120.85,3392.19,3070.81,-1634.97,321.38
08-Jan-2019,6112.08,3267.93,3182.43,4949.91,2844.15,-1767.48
09-Jan-2019,4074.65,3162.62,3432.52,4334.95,912.03,-902.43
10-Jan-2019,6017.07,4605.71,3857.88,3504.32,1411.36,353.56
11-Jan-2019,4559.72,3951.64,4931.03,3706.79,608.08,1224.24
14-Jan-2019,3159.71,4751.45,5599.14,3479.38,-1591.74,2119.76
15-Jan-2019,2451.5,2984.17,3865.13,3600.44,-532.67,264.69
16-Jan-2019,6034.74,4254.54,1860.04,3106.42,1780.2,-1246.38
17-Jan-2019,3373.01,1865.07,2587.13,2792.08,1507.94,-204.95
18-Jan-2019,4996.18,6669.26,1970.07,5633.34,-1673.08,-3663.27
21-Jan-2019,6694.87,4287.85,2918.56,2621.79,2407.02,296.77
22-Jan-2019,7039.89,3519.48,3349.99,2911.05,3520.41,438.94
23-Jan-2019,4322.63,3965.88,4097.98,2653.83,356.75,1444.15
24-Jan-2019,3464.05,7926.91,5802.48,5112.5,-4462.86,689.98
25-Jan-2019,2028.9,3275.21,2852.78,2425.85,-1246.31,426.93
28-Jan-2019,5261.27,3379.65,6623.72,4363.91,1881.62,2259.81
29-Jan-2019,3376.44,1649.99,3859.25,3552.37,1726.45,306.88
30-Jan-2019,6130.62,4931.89,1420.21,6085.37,1198.73,-4665.16
31-Jan-2019,3084.62,3901.29,5404.83,3547.19,-816.67,1857.64
01-Feb-2019,2512.77,4013.31,4289.02,3771.76,-1500.54,517.26
04-Feb-2019,6783.4,10134.13,4312.94,6389.49,-3350.73,-2076.55
05-Feb-2019,2722.0,6568.89,1756.27,3210.21,-3846.89,-1453.94
06-Feb-2019,6610.53,5384.45,3093.02,1832.4,1226.08,1260.62
07-Feb-2019,4293.31,4214.71,2674.6,3828.47,78.6,-1153.87
08-Feb-2019,3009.26,8110.06,4767.55,2753.6,-5100.8,2013.95
11-Feb-2019,6513.07,3578.26,5153.82,2779.64,2934.81,2374.18
12-Feb-2019,8703.55,3448.27,8446.74,3052.32,5255.28,5394.42
13-Feb-2019,3069.08,5895.02,4756.84,2131.3,-2825.94,2625.54
14-Feb-2019,6520.11,2461.11,3849.02,1559.38,4059.0,2289.64
15-Feb-2019,3735.12,2025.07,5763.03,2730.76,1710.05,3032.27
18-Feb-2019,3301.98,5850.02,3003.78,2120.34,-2548.04,883.44
19-Feb-2019,2038.09,7103.39,2434.47,7795.54,-5065.3,-5361.07
20-Feb-2019,3849.55,1863.61,5534.23,4110.83,1985.94,1423.4
21-Feb-2019,2468.01,5898.63,2963.17,3185.83,-3430.62,-222.66
22-Feb-2019,8842.47,2966.01,3989.88,2038.56,5876.46,1951.32
25-Feb-2019,4448.05,5721.77,3496.1,6406.45,-1273.72,-2910.35
26-Feb-2019,5239.57,5114.61,2174.12,3375.57,124.96,-1201.45
27-Feb-2019,4068.95,2754.02,7545.99,2561.53,1314.93,4984.46
28-Feb-2019,5254.0,4467.81,3452.71,3713.23,786.19,-260.52
01-Mar-2019,3779.72,4383.06,2103.56,2130.79,-603.34,-27.23
04-Mar-2019,3233.23,7081.63,4474.14,4935.09,-3848.4,-460.95
05-Mar-2019,4780.09,4959.15,6123.98,1321.41,-179.06,4802.57
06-Mar-2019,7065.74,6019.32,4900.42,3045.69,1046.42,1854.73
07-Mar-2019,6513.15,5234.86,4117.37,4325.4,1278.29,-208.03
08-Mar-2019,4805.12,7950.03,2884.46,2301.06,-3144.91,583.4
11-Mar-2019,8003.17,4151.71,2298.75,2205.9,3851.46,92.85
12-Mar-2019,4869.02,7845.06,3559.39,1997.2,-2976.04,1562.19
13-Mar-2019,3610.15,3210.03,3652.47,3281.42,400.12,371.05
14-Mar-2019,2487.45,3374.8,2811.38,1464.59,-887.35,1346.79
15-Mar-2019,8349.36,5769.63,3082.49,3532.23,2579.73,-449.74
18-Mar-2019,3532.65,3704.29,2427.19,2262.69,-171.64,164.5
19-Mar-2019,6417.3,2455.57,2048.97,2111.99,3961.73,-63.02
20-Mar-2019,8579.98,3388.14,4257.81,3173.43,5191.84,1084.38
21-Mar-2019,6128.42,1708.14,2684.0,4474.46,4420.28,-1790.46
22-Mar-2019,4308.62,2366.62,3735.48,3137.3,1942.0,598.18
25-Mar-2019,2265.44,10458.72,6975.93,4909.26,-8193.28,2066.67
26-Mar-2019,2827.67,4870.89,5080.88,4699.63,-2043.22,381.25
27-Mar-2019,2768.67,1673.38,3873.07,2344.03,1095.29,1529.04
28-Mar-2019,2701.83,3176.22,2924.78,5100.69,-474.39,-2175.91
29-Mar-2019,5024.53,3355.62,7888.18,2229.84,1668.91,5658.34
01-Apr-2019,9249.57,9069.77,3087.8,3308.55,179.8,-220.75
02-Apr-2019,2883.69,3616.2,4917.24,2091.02,-732.51,2826.22
03-Apr-2019,2070.61,4405.87,1844.15,4008.51,-2335.26,-2164.36
04-Apr-2019,7870.22,2416.69,4617.61,4053.28,5453.53,564.33
05-Apr-2019,3013.99,3043.0,3490.92,2107.25,-29.01,1383.67
08-Apr-2019,3801.34,6620.69,4223.64,3516.4,-2819.35,707.24
09-Apr-2019,4407.71,10196.25,4496.46,4708.46,-5788.54,-212.0
10-Apr-2019,10172.85,2315.36,2397.37,2812.17,7857.49,-414.8
11-Apr-2019,2844.85,4601.91,2423.54,2192.05,-1757.06,231.49
12-Apr-2019,3892.29,6883.8,3871.53,4273.49,-2991.51,-401.96
15-Apr-2019,5434.71,2070.15,10757.4,4489.18,3364.56,6268.22
16-Apr-2019,3577.69,3770.63,5349.21,4631.07,-192.94,718.14
17-Apr-2019,3622.95,4950.56,3648.82,4132.59,-1327.61,-483.77
18-Apr-2019,4934.61,5843.96,4535.04,2925.2,-909.35,1609.84
19-Apr-2019,3129.16,5706.42,2640.19,9656.94,-2577.26,-7016.75
22-Apr-2019,2852.25,5121.01,5401.25,3603.25,-2268.76,1798.0
23-Apr-2019,6562.27,6166.66,1982.12,1923.15,395.61,58.97
24-Apr-2019,2892.54,4439.6,4966.07,3106.46,-1547.06,1859.61
25-Apr-2019,11933.04,4765.65,4566.28,3655.55,7167.39,910.73
26-Apr-2019,3066.28,6045.99,4792.48,1363.86,-2979.71,3428.62
29-Apr-2019,8109.13,10349.52,4473.91,3833.29,-2240.39,640.62
30-Apr-2019,4092.07,4752.79,2119.73,3955.97,-660.72,-1836.24
01-May-2019,4952.67,10836.29,6775.9,3270.48,-5883.62,3505.42
02-May-2019,9730.58,5858.41,4000.62,9748.21,3872.17,-5747.59
03-May-2019,5136.3,4756.64,3010.36,3188.49,379.66,-178.13
06-May-2019,4622.5,4675.35,2696.59,2851.89,-52.85,-155.3
07-May-2019,6473.28,10611.1,5813.7,5632.32,-4137.82,181.38
08-May-2019,5139.59,4864.43,5222.7,2520.98,275.16,2701.72
09-May-2019,10269.41,3309.46,7612.37,5602.1,6959.95,2010.27
10-May-2019,2654.1,4984.4,3597.99,3177.12,-2330.3,420.87
13-May-2019,3641.01,9041.6,3681.47,2360.57,-5400.59,1320.9
14-May-2019,2475.02,3757.53,5726.47,3697.15,-1282.51,2029.32
15-May-2019,5999.53,7217.27,3641.24,4899.07,-1217.74,-1257.83
16-May-2019,4629.92,2085.07,3521.1,3683.13,2544.85,-162.03
17-May-2019,6043.2,3015.22,3186.54,5984.3,3027.98,-2797.76
20-May-2019,5621.85,3945.6,1582.99,3660.6,1676.25,-2077.61
21-May-2019,2959.76,2154.61,3165.53,3861.98,805.15,-696.45
22-May-2019,3814.69,2747.95,2044.24,8354.57,1066.74,-6310.33
23-May-2019,3151.87,4844.54,3132.08,2985.31,-1692.67,146.77
24-May-2019,9416.47,8984.75,3091.09,4181.02,431.72,-1089.93
27-May-2019,4467.31,3677.73,4175.13,2604.73,789.58,1570.4
28-May-2019,4759.84,4831.98,3412.14,2788.19,-72.14,623.95
29-May-2019,2719.28,7229.35,5416.43,4823.19,-4510.07,593.24
30-May-2019,3147.6,8228.46,4735.38,2158.6,-5080.86,2576.78
31-May-2019,7941.32,5481.23,2989.65,2785.76,2460.09,203.89
03-Jun-2019,4680.25,6474.07,3613.76,2715.76,-1793.82,898.0
04-Jun-2019,2991.75,2416.51,6430.37,1791.44,575.24,4638.93
05-Jun-2019,3899.45,5155.43,3158.17,2083.07,-1255.98,1075.1
06-Jun-2019,5026.44,7660.99,3448.99,3171.52,-2634.55,277.47
07-Jun-2019,6954.88,3690.2,3880.69,2369.77,3264.68,1510.92
10-Jun-2019,5790.79,10369.65,4135.55,3145.81,-4578.86,989.74
11-Jun-2019,5317.15,9521.53,3419.4,2502.54,-4204.38,916.86
12-Jun-2019,5079.03,6215.26,7133.29,2750.06,-1136.23,4383.23
13-Jun-2019,1854.84,2511.68,5645.96,4271.18,-656.84,1374.78
14-Jun-2019,4890.54,7849.15,4154.32,2885.36,-2958.61,1268.96
17-Jun-2019,1976.17,7276.85,2748.8,2104.76,-5300.68,644.04
18-Jun-2019,5484.64,5709.18,3621.08,1775.57,-224.54,1845.51
19-Jun-2019,6240.71,1979.83,7043.51,6363.0,4260.88,680.51
20-Jun-2019,4037.24,5330.73,4833.67,2324.13,-1293.49,2509.54
21-Jun-2019,2495.08,3382.81,2708.12,4628.24,-887.73,-1920.12
24-Jun-2019,4076.19,4364.27,3771.92,2663.16,-288.08,1108.76
25-Jun-2019,6689.22,3558.67,3113.28,5600.33,3130.55,-2487.05
26-Jun-2019,3901.24,2751.67,2066.58,3401.67,1149.57,-1335.09
27-Jun-2019,10678.43,6613.24,5522.31,5687.9,4065.19,-165.59
28-Jun-2019,1975.26,5415.36,4239.07,3196.22,-3440.1,1042.85
01-Jul-2019,3708.37,5359.27,7202.54,2583.7,-1650.9,4618.84
02-Jul-2019,1139.97,7820.3,4668.24,4097.59,-6680.33,570.65
03-Jul-2019,5990.42,3221.98,3108.58,4086.0,2768.44,-977.42
04-Jul-2019,6468.52,3703.36,4642.85,2705.53,2765.16,1937.32
05-Jul-2019,6786.91,4841.01,4368.55,3116.71,1945.9,1251.84
08-Jul-2019,6745.18,4136.13,4399.61,4578.81,2609.05,-179.2
09-Jul-2019,4313.5,4671.55,3884.19,2687.49,-358.05,1196.7
10-Jul-2019,4815.81,6454.45,3447.99,5089.29,-1638.64,-1641.3
11-Jul-2019,3489.21,3478.78,4792.42,2301.4,10.43,2491.02
12-Jul-2019,4049.38,2029.88,5306.74,3672.15,2019.5,1634.59
15-Jul-2019,3364.97,4509.5,2471.93,2891.05,-1144.53,-419.12
16-Jul-2019,2776.16,10082.86,2865.26,1839.74,-7306.7,1025.52
17-Jul-2019,3832.0,2081.44,3177.55,2984.51,1750.56,193.04
18-Jul-2019,6709.71,2761.06,3915.61,3257.27,3948.65,658.34
19-Jul-2019,4796.5,2174.0,1678.46,5103.64,2622.5,-3425.18
22-Jul-2019,5773.54,2674.83,3847.98,4081.84,3098.71,-233.86
23-Jul-2019,3463.73,6885.82,2464.22,4189.83,-3422.09,-1725.61
24-Jul-2019,5794.33,6389.76,2196.27,4886.66,-595.43,-2690.39
25-Jul-2019,4762.01,5751.57,8924.47,5386.82,-989.56,3537.65
26-Jul-2019,7982.01,2998.45,5125.02,2848.52,4983.56,2276.5
29-Jul-2019,4288.86,5007.91,4045.79,3095.38,-719.05,950.41
30-Jul-2019,5329.7,3576.97,5370.62,3791.93,1752.73,1578.69
31-Jul-2019,3754.72,2454.74,3302.03,6743.98,1299.98,-3441.95
01-Aug-2019,3868.23,2948.65,5029.21,6765.19,919.58,-1735.98
02-Aug-2019,4420.68,3778.97,5305.2,3931.32,641.71,1373.88
05-Aug-2019,9606.09,4885.94,3243.59,3252.97,4720.15,-9.38
06-Aug-2019,7305.75,5602.72,6080.82,2382.92,1703.03,3697.9
07-Aug-2019,2179.57,9866.93,2612.04,2129.81,-7687.36,482.23
08-Aug-2019,6501.23,3833.1,4886.71,4081.99,2668.13,804.72
09-Aug-2019,1774.13,1584.79,2105.35,4568.69,189.34,-2463.34
12-Aug-2019,3834.82,3658.67,4556.41,2577.93,176.15,1978.48
13-Aug-2019,10068.25,7167.15,3872.06,3488.09,2901.1,383.97
14-Aug-2019,3040.95,4191.29,2152.58,2648.79,-1150.34,-496.21
15-Aug-2019,5141.42,6817.86,5985.36,4554.61,-1676.44,1430.75
16-Aug-2019,2762.09,2814.3,4635.26,2756.57,-52.21,1878.69
19-Aug-2019,2996.71,6492.71,2798.66,7683.49,-3496.0,-4884.83
20-Aug-2019,4288.41,3262.19,5131.16,5950.93,1026.22,-819.77
21-Aug-2019,1649.39,9822.59,2743.38,2881.79,-8173.2,-138.41
22-Aug-2019,1768.14,3306.27,5347.0,2272.44,-1538.13,3074.56
23-Aug-2019,4906.28,6056.27,4639.83,2560.19,-1149.99,2079.64
26-Aug-2019,3733.93,6221.2,3397.03,2353.69,-2487.27,1043.34
27-Aug-2019,7404.06,4344.11,2931.11,1569.21,3059.95,1361.9
28-Aug-2019,2774.44,5375.9,2839.91,2613.21,-2601.46,226.7
29-Aug-2019,4884.15,5539.5,11706.47,5826.45,-655.35,5880.02
30-Aug-2019,4941.89,1731.92,3903.38,3436.09,3209.97,467.29
02-Sep-2019,3557.22,2637.08,4254.46,2683.59,920.14,1570.87
03-Sep-2019,6137.3,4398.64,4525.1,2587.02,1738.66,1938.08
04-Sep-2019,4052.29,3161.99,2637.72,5402.9,890.3,-2765.18
05-Sep-2019,6954.4,2421.48,4443.46,3876.43,4532.92,567.03
06-Sep-2019,4192.4,2799.01,3291.87,3643.3,1393.39,-351.43
09-Sep-2019,2961.96,5450.59,4338.81,5080.77,-2488.63,-741.96
10-Sep-2019,6658.79,2343.49,2718.84,5682.0,4315.3,-2963.16
11-Sep-2019,4163.39,2576.49,4058.89,2778.04,1586.9,1280.85
12-Sep-2019,4904.98,4754.53,5673.36,1665.66,150.45,4007.7
13-Sep-2019,4013.83,1952.36,3996.88,2431.81,2061.47,1565.07
16-Sep-2019,8799.72,6411.33,2159.72,4179.03,2388.39,-2019.31
17-Sep-2019,5992.13,4315.47,4547.05,5300.28,1676.66,-753.23
18-Sep-2019,5542.86,10360.07,2491.9,1320.36,-4817.21,1171.54
19-Sep-2019,6910.82,3337.11,3992.12,7791.25,3573.71,-3799.13
20-Sep-2019,2201.94,5936.19,2993.69,2703.19,-3734.25,290.5
23-Sep-2019,9105.12,2822.95,8040.43,2992.78,6282.17,5047.65
24-Sep-2019,5876.45,5136.61,3215.5,7313.16,739.84,-4097.66
25-Sep-2019,8518.29,3102.55,2701.49,2947.53,5415.74,-246.04
26-Sep-2019,4561.88,3907.42,3040.59,2127.79,654.46,912.8
27-Sep-2019,4426.21,2778.68,3679.49,2034.72,1647.53,1644.77
30-Sep-2019,6356.54,4537.55,2585.91,2790.06,1818.99,-204.15
01-Oct-2019,4045.16,5664.99,2076.89,3536.86,-1619.83,-1459.97
02-Oct-2019,7810.42,2973.26,2971.72,1948.1,4837.16,1023.62
03-Oct-2019,3216.9,15319.88,5244.75,1271.07,-12102.98,3973.68
04-Oct-2019,10233.14,5095.3,6427.51,2937.67,5137.84,3489.84
07-Oct-2019,4008.49,9946.54,4635.0,7475.44,-5938.05,-2840.44
08-Oct-2019,10698.52,3141.57,2958.14,6564.65,7556.95,-3606.51
09-Oct-2019,3356.96,6656.42,3081.74,5131.57,-3299.46,-2049.83
10-Oct-2019,4190.05,7091.93,4430.46,2979.79,-2901.88,1450.67
11-Oct-2019,2726.29,6863.12,2177.81,4236.78,-4136.83,-2058.97
14-Oct-2019,4355.98,10966.62,1628.08,2459.17,-6610.64,-831.09
15-Oct-2019,1576.75,2340.89,4328.87,4047.17,-764.14,281.7
16-Oct-2019,2759.79,7238.72,4356.78,3747.82,-4478.93,608.96
17-Oct-2019,5637.68,2650.54,4996.86,4103.46,2987.14,893.4
18-Oct-2019,5510.31,9760.86,3892.9,3402.48,-4250.55,490.42
21-Oct-2019,5104.92,4549.5,5224.14,3358.71,555.42,1865.43
22-Oct-2019,3830.19,9302.83,4147.97,1883.39,-5472.64,2264.58
23-Oct-2019,2851.96,4535.46,3658.44,2156.84,-1683.5,1501.6
24-Oct-2019,7291.39,4789.9,2982.89,5703.15,2501.49,-2720.26
25-Oct-2019,2169.03,6142.64,4459.59,3057.54,-3973.61,1402.05
28-Oct-2019,2763.67,3345.98,5356.18,4237.87,-582.31,1118.31
29-Oct-2019,6000.1,6668.17,10107.78,2953.37,-668.07,7154.41
30-Oct-2019,3278.62,6664.04,4548.47,1634.37,-3385.42,2914.1
31-Oct-2019,5439.05,6043.27,3908.83,5771.59,-604.22,-1862.76
01-Nov-2019,2799.45,3332.75,3165.97,3666.47,-533.3,-500.5
04-Nov-2019,4980.67,5165.96,5521.11,1778.79,-185.29,3742.32
05-Nov-2019,6189.05,2465.72,2822.29,2385.32,3723.33,436.97
06-Nov-2019,3742.38,5447.86,2925.18,3320.35,-1705.48,-395.17
07-Nov-2019,3355.42,8953.57,3564.49,7107.41,-5598.15,-3542.92
08-Nov-2019,1934.35,4558.36,4076.5,4674.24,-2624.01,-597.74
11-Nov-2019,7856.96,2608.74,3728.82,3167.56,5248.22,561.26
12-Nov-2019,3876.28,2366.85,2617.13,1651.37,1509.43,965.76
13-Nov-2019,4965.53,2526.03,5291.19,3302.29,2439.5,1988.9
14-Nov-2019,2298.73,5212.86,3280.61,4611.05,-2914.13,-1330.44
15-Nov-2019,7989.86,3060.4,2011.92,3815.96,4929.46,-1804.04
18-Nov-2019,6561.96,5075.92,3337.91,2531.67,1486.04,806.24
19-Nov-2019,5021.15,1947.99,2583.74,5638.4,3073.16,-3054.66
20-Nov-2019,2263.03,3787.79,2737.13,2809.08,-1524.76,-71.95
21-Nov-2019,3017.5,3454.21,3270.64,5597.63,-436.71,-2326.99
22-Nov-2019,8633.17,3995.99,3263.53,2244.37,4637.18,1019.16
25-Nov-2019,8868.15,13522.87,6183.0,3100.53,-4654.72,3082.47
26-Nov-2019,5768.11,3518.96,4858.99,2545.19,2249.15,2313.8
27-Nov-2019,2452.63,4626.42,3608.42,2395.27,-2173.79,1213.15
28-Nov-2019,2984.08,4910.46,2803.92,4443.69,-1926.38,-1639.77
29-Nov-2019,6347.23,9703.33,3101.46,1900.77,-3356.1,1200.69
02-Dec-2019,4826.26,6450.07,4363.49,2553.68,-1623.81,1809.81
