Date,Stocks Above 50 DMA (%),Stocks Above 200 DMA (%),Universe Size
04-Sep-2015,96.0,88.36,500
07-Sep-2015,96.0,84.41,500
08-Sep-2015,96.0,87.91,500
09-Sep-2015,96.0,87.65,500
10-Sep-2015,96.0,90.0,500
11-Sep-2015,96.0,89.62,500
14-Sep-2015,96.0,81.84,500
15-Sep-2015,96.0,90.0,500
16-Sep-2015,96.0,89.12,500
17-Sep-2015,96.0,93.18,500
18-Sep-2015,96.0,88.44,500
21-Sep-2015,96.0,88.86,500
22-Sep-2015,96.0,89.99,500
23-Sep-2015,96.0,90.53,500
24-Sep-2015,96.0,86.07,500
25-Sep-2015,96.0,79.46,500
28-Sep-2015,96.0,94.69,500
29-Sep-2015,96.0,86.33,500
30-Sep-2015,96.0,84.96,500
01-Oct-2015,96.0,85.19,500
02-Oct-2015,96.0,91.93,500
05-Oct-2015,96.0,93.1,500
06-Oct-2015,96.0,92.57,500
07-Oct-2015,96.0,93.47,500
08-Oct-2015,96.0,90.6,500
09-Oct-2015,96.0,94.52,500
12-Oct-2015,96.0,84.62,500
13-Oct-2015,96.0,90.39,500
14-Oct-2015,96.0,86.59,500
15-Oct-2015,96.0,91.53,500
16-Oct-2015,96.0,86.38,500
19-Oct-2015,96.0,94.98,500
20-Oct-2015,96.0,91.64,500
21-Oct-2015,96.0,83.02,500
22-Oct-2015,96.0,90.58,500
23-Oct-2015,96.0,87.88,500
26-Oct-2015,96.0,86.67,500
27-Oct-2015,96.0,88.93,500
28-Oct-2015,96.0,83.69,500
29-Oct-2015,96.0,80.94,500
30-Oct-2015,96.0,89.75,500
02-Nov-2015,96.0,88.37,500
03-Nov-2015,96.0,93.53,500
04-Nov-2015,96.0,89.63,500
05-Nov-2015,96.0,87.42,500
06-Nov-2015,96.0,81.77,500
09-Nov-2015,96.0,95.84,500
10-Nov-2015,96.0,89.33,500
11-Nov-2015,96.0,88.48,500
12-Nov-2015,96.0,90.8,500
13-Nov-2015,96.0,91.44,500
16-Nov-2015,96.0,90.96,500
17-Nov-2015,96.0,87.53,500
18-Nov-2015,96.0,93.11,500
19-Nov-2015,96.0,93.26,500
20-Nov-2015,96.0,88.62,500
23-Nov-2015,96.0,93.3,500
24-Nov-2015,96.0,91.57,500
25-Nov-2015,96.0,87.26,500
26-Nov-2015,96.0,88.74,500
27-Nov-2015,96.0,98.0,500
30-Nov-2015,96.0,86.41,500
01-Dec-2015,96.0,87.31,500
02-Dec-2015,96.0,92.82,500
03-Dec-2015,96.0,92.78,500
04-Dec-2015,96.0,87.67,500
07-Dec-2015,96.0,95.62,500
08-Dec-2015,96.0,89.15,500
09-Dec-2015,96.0,92.51,500
10-Dec-2015,96.0,86.45,500
11-Dec-2015,96.0,83.97,500
14-Dec-2015,96.0,97.73,500
15-Dec-2015,96.0,91.49,500
16-Dec-2015,96.0,85.9,500
17-Dec-2015,96.0,96.45,500
18-Dec-2015,96.0,93.33,500
21-Dec-2015,96.0,94.85,500
22-Dec-2015,96.0,93.16,500
23-Dec-2015,96.0,84.74,500
24-Dec-2015,96.0,96.65,500
25-Dec-2015,96.0,87.23,500
28-Dec-2015,96.0,91.12,500
29-Dec-2015,96.0,91.06,500
30-Dec-2015,96.0,90.79,500
31-Dec-2015,96.0,93.43,500
01-Jan-2016,96.0,85.8,500
04-Jan-2016,96.0,88.25,500
05-Jan-2016,96.0,81.81,500
06-Jan-2016,96.0,88.03,500
07-Jan-2016,96.0,91.83,500
08-Jan-2016,96.0,84.12,500
11-Jan-2016,96.0,91.4,500
12-Jan-2016,96.0,92.85,500
13-Jan-2016,96.0,93.89,500
14-Jan-2016,96.0,91.56,500
15-Jan-2016,96.0,87.68,500
18-Jan-2016,96.0,87.38,500
19-Jan-2016,96.0,94.42,500
20-Jan-2016,96.0,92.45,500
21-Jan-2016,96.0,86.71,500
22-Jan-2016,96.0,82.92,500
25-Jan-2016,96.0,85.52,500
26-Jan-2016,96.0,88.38,500
27-Jan-2016,96.0,86.99,500
28-Jan-2016,96.0,83.36,500
29-Jan-2016,96.0,89.24,500
01-Feb-2016,96.0,88.94,500
02-Feb-2016,96.0,88.38,500
03-Feb-2016,96.0,92.59,500
04-Feb-2016,96.0,83.32,500
05-Feb-2016,96.0,98.0,500
08-Feb-2016,96.0,84.18,500
09-Feb-2016,96.0,85.24,500
10-Feb-2016,96.0,79.2,500
11-Feb-2016,96.0,84.56,500
12-Feb-2016,96.0,98.0,500
15-Feb-2016,96.0,88.53,500
16-Feb-2016,96.0,87.61,500
17-Feb-2016,96.0,93.02,500
18-Feb-2016,96.0,96.63,500
19-Feb-2016,96.0,81.14,500
22-Feb-2016,96.0,87.91,500
23-Feb-2016,96.0,88.41,500
24-Feb-2016,96.0,89.73,500
25-Feb-2016,96.0,89.83,500
26-Feb-2016,96.0,92.28,500
29-Feb-2016,96.0,84.67,500
01-Mar-2016,96.0,97.03,500
02-Mar-2016,96.0,91.6,500
03-Mar-2016,96.0,95.18,500
04-Mar-2016,96.0,78.38,500
07-Mar-2016,96.0,88.76,500
08-Mar-2016,96.0,93.3,500
09-Mar-2016,96.0,91.77,500
10-Mar-2016,96.0,83.33,500
11-Mar-2016,96.0,93.76,500
14-Mar-2016,96.0,93.11,500
15-Mar-2016,96.0,96.25,500
16-Mar-2016,96.0,89.1,500
17-Mar-2016,96.0,89.17,500
18-Mar-2016,96.0,91.47,500
21-Mar-2016,96.0,89.53,500
22-Mar-2016,96.0,89.51,500
23-Mar-2016,96.0,98.0,500
24-Mar-2016,96.0,87.98,500
25-Mar-2016,96.0,91.48,500
28-Mar-2016,96.0,85.65,500
29-Mar-2016,96.0,86.52,500
30-Mar-2016,96.0,82.57,500
31-Mar-2016,96.0,92.55,500
01-Apr-2016,96.0,98.0,500
04-Apr-2016,96.0,92.57,500
05-Apr-2016,96.0,86.48,500
06-Apr-2016,96.0,90.14,500
07-Apr-2016,96.0,91.05,500
08-Apr-2016,96.0,95.82,500
11-Apr-2016,96.0,83.43,500
12-Apr-2016,96.0,87.44,500
13-Apr-2016,96.0,97.07,500
14-Apr-2016,96.0,88.2,500
15-Apr-2016,96.0,90.74,500
18-Apr-2016,96.0,86.35,500
19-Apr-2016,96.0,86.48,500
20-Apr-2016,96.0,86.67,500
21-Apr-2016,96.0,87.57,500
22-Apr-2016,96.0,93.57,500
25-Apr-2016,96.0,80.66,500
26-Apr-2016,96.0,93.46,500
27-Apr-2016,96.0,90.89,500
28-Apr-2016,96.0,88.91,500
29-Apr-2016,96.0,90.76,500
02-May-2016,96.0,86.59,500
03-May-2016,96.0,96.4,500
04-May-2016,96.0,92.06,500
05-May-2016,96.0,88.24,500
06-May-2016,96.0,88.59,500
09-May-2016,96.0,83.95,500
10-May-2016,96.0,89.8,500
11-May-2016,96.0,95.16,500
12-May-2016,96.0,87.39,500
13-May-2016,96.0,89.7,500
16-May-2016,96.0,88.58,500
17-May-2016,96.0,85.43,500
18-May-2016,96.0,88.37,500
19-May-2016,96.0,90.64,500
20-May-2016,96.0,88.55,500
23-May-2016,96.0,89.43,500
24-May-2016,96.0,88.07,500
25-May-2016,96.0,86.28,500
26-May-2016,96.0,87.87,500
27-May-2016,96.0,88.4,500
30-May-2016,96.0,93.64,500
31-May-2016,96.0,92.32,500
01-Jun-2016,96.0,86.98,500
02-Jun-2016,96.0,92.49,500
03-Jun-2016,96.0,93.09,500
06-Jun-2016,96.0,92.58,500
07-Jun-2016,96.0,90.24,500
08-Jun-2016,96.0,85.22,500
09-Jun-2016,96.0,96.21,500
10-Jun-2016,96.0,89.99,500
13-Jun-2016,96.0,95.47,500
14-Jun-2016,96.0,89.28,500
15-Jun-2016,96.0,95.37,500
16-Jun-2016,96.0,90.27,500
17-Jun-2016,96.0,91.3,500
20-Jun-2016,96.0,92.17,500
21-Jun-2016,96.0,82.62,500
22-Jun-2016,96.0,95.54,500
23-Jun-2016,96.0,86.91,500
24-Jun-2016,96.0,87.95,500
27-Jun-2016,96.0,94.07,500
28-Jun-2016,96.0,81.83,500
29-Jun-2016,96.0,89.87,500
30-Jun-2016,96.0,91.43,500
01-Jul-2016,96.0,93.04,500
04-Jul-2016,96.0,94.31,500
05-Jul-2016,96.0,84.93,500
06-Jul-2016,96.0,81.16,500
07-Jul-2016,96.0,88.36,500
08-Jul-2016,96.0,79.82,500
11-Jul-2016,96.0,92.38,500
12-Jul-2016,96.0,84.4,500
13-Jul-2016,96.0,88.28,500
14-Jul-2016,96.0,90.42,500
15-Jul-2016,96.0,88.65,500
18-Jul-2016,96.0,87.25,500
19-Jul-2016,96.0,89.7,500
20-Jul-2016,96.0,87.39,500
21-Jul-2016,96.0,88.33,500
22-Jul-2016,96.0,94.06,500
25-Jul-2016,96.0,79.06,500
26-Jul-2016,96.0,91.36,500
27-Jul-2016,96.0,84.43,500
28-Jul-2016,96.0,83.48,500
29-Jul-2016,96.0,85.05,500
01-Aug-2016,96.0,86.55,500
02-Aug-2016,96.0,90.72,500
03-Aug-2016,96.0,91.09,500
04-Aug-2016,96.0,94.75,500
05-Aug-2016,96.0,88.82,500
08-Aug-2016,96.0,94.42,500
09-Aug-2016,96.0,94.14,500
10-Aug-2016,96.0,90.82,500
11-Aug-2016,96.0,84.86,500
12-Aug-2016,96.0,88.91,500
15-Aug-2016,96.0,78.89,500
16-Aug-2016,96.0,88.44,500
17-Aug-2016,96.0,88.11,500
18-Aug-2016,96.0,90.75,500
19-Aug-2016,96.0,88.02,500
22-Aug-2016,96.0,84.24,500
23-Aug-2016,96.0,87.87,500
24-Aug-2016,96.0,91.14,500
25-Aug-2016,96.0,84.94,500
26-Aug-2016,96.0,87.15,500
29-Aug-2016,96.0,89.36,500
30-Aug-2016,96.0,82.96,500
31-Aug-2016,96.0,87.09,500
01-Sep-2016,96.0,89.94,500
02-Sep-2016,96.0,87.45,500
05-Sep-2016,96.0,92.28,500
06-Sep-2016,96.0,91.96,500
07-Sep-2016,96.0,91.35,500
08-Sep-2016,96.0,91.54,500
09-Sep-2016,96.0,90.29,500
12-Sep-2016,96.0,91.84,500
13-Sep-2016,96.0,83.83,500
14-Sep-2016,96.0,84.47,500
15-Sep-2016,96.0,85.07,500
16-Sep-2016,96.0,97.12,500
19-Sep-2016,96.0,82.5,500
20-Sep-2016,96.0,93.76,500
21-Sep-2016,96.0,88.96,500
22-Sep-2016,96.0,92.56,500
23-Sep-2016,96.0,85.49,500
26-Sep-2016,96.0,85.53,500
27-Sep-2016,96.0,88.06,500
28-Sep-2016,96.0,88.57,500
29-Sep-2016,96.0,87.77,500
30-Sep-2016,96.0,86.11,500
03-Oct-2016,96.0,87.2,500
04-Oct-2016,96.0,83.28,500
05-Oct-2016,96.0,85.73,500
06-Oct-2016,96.0,92.25,500
07-Oct-2016,96.0,86.85,500
10-Oct-2016,96.0,92.98,500
11-Oct-2016,96.0,94.73,500
12-Oct-2016,96.0,91.0,500
13-Oct-2016,96.0,87.64,500
14-Oct-2016,96.0,86.57,500
17-Oct-2016,96.0,90.9,500
18-Oct-2016,96.0,85.72,500
19-Oct-2016,96.0,84.25,500
20-Oct-2016,96.0,88.03,500
21-Oct-2016,96.0,87.3,500
24-Oct-2016,96.0,93.7,500
25-Oct-2016,96.0,84.02,500
26-Oct-2016,96.0,88.59,500
27-Oct-2016,96.0,78.46,500
28-Oct-2016,96.0,85.5,500
31-Oct-2016,96.0,88.45,500
01-Nov-2016,96.0,89.21,500
02-Nov-2016,96.0,92.09,500
03-Nov-2016,96.0,85.54,500
04-Nov-2016,96.0,89.67,500
07-Nov-2016,96.0,90.24,500
08-Nov-2016,96.0,93.68,500
09-Nov-2016,96.0,88.98,500
10-Nov-2016,96.0,85.27,500
11-Nov-2016,96.0,90.97,500
14-Nov-2016,96.0,89.77,500
15-Nov-2016,96.0,96.69,500
16-Nov-2016,96.0,87.35,500
17-Nov-2016,96.0,90.89,500
18-Nov-2016,96.0,94.29,500
21-Nov-2016,96.0,97.23,500
22-Nov-2016,96.0,87.61,500
23-Nov-2016,96.0,90.63,500
24-Nov-2016,96.0,89.25,500
25-Nov-2016,96.0,87.24,500
28-Nov-2016,96.0,83.87,500
29-Nov-2016,96.0,87.82,500
30-Nov-2016,96.0,89.79,500
01-Dec-2016,96.0,90.54,500
02-Dec-2016,96.0,74.78,500
05-Dec-2016,96.0,91.92,500
06-Dec-2016,96.0,92.46,500
07-Dec-2016,96.0,88.75,500
08-Dec-2016,96.0,86.06,500
09-Dec-2016,96.0,95.36,500
12-Dec-2016,96.0,90.17,500
13-Dec-2016,96.0,89.57,500
14-Dec-2016,96.0,89.49,500
15-Dec-2016,96.0,85.47,500
16-Dec-2016,96.0,88.86,500
19-Dec-2016,96.0,88.84,500
20-Dec-2016,96.0,84.12,500
21-Dec-2016,96.0,94.01,500
22-Dec-2016,96.0,90.53,500
23-Dec-2016,96.0,82.03,500
26-Dec-2016,96.0,84.77,500
27-Dec-2016,96.0,86.74,500
28-Dec-2016,96.0,94.87,500
29-Dec-2016,96.0,89.09,500
30-Dec-2016,96.0,89.36,500
02-Jan-2017,96.0,93.12,500
03-Jan-2017,96.0,98.0,500
04-Jan-2017,96.0,88.3,500
05-Jan-2017,96.0,89.88,500
06-Jan-2017,96.0,85.01,500
09-Jan-2017,96.0,91.09,500
10-Jan-2017,96.0,86.32,500
11-Jan-2017,96.0,87.03,500
12-Jan-2017,96.0,83.51,500
13-Jan-2017,96.0,86.31,500
16-Jan-2017,96.0,94.04,500
17-Jan-2017,96.0,87.53,500
18-Jan-2017,96.0,93.99,500
19-Jan-2017,96.0,89.37,500
20-Jan-2017,96.0,90.48,500
23-Jan-2017,96.0,87.81,500
24-Jan-2017,96.0,92.4,500
25-Jan-2017,96.0,92.43,500
26-Jan-2017,96.0,88.66,500
27-Jan-2017,96.0,93.21,500
30-Jan-2017,96.0,87.07,500
31-Jan-2017,96.0,86.47,500
01-Feb-2017,96.0,89.88,500
02-Feb-2017,96.0,94.52,500
03-Feb-2017,96.0,92.0,500
06-Feb-2017,96.0,88.85,500
07-Feb-2017,96.0,88.45,500
08-Feb-2017,96.0,87.54,500
09-Feb-2017,96.0,90.89,500
10-Feb-2017,96.0,90.16,500
13-Feb-2017,96.0,93.71,500
14-Feb-2017,96.0,89.42,500
15-Feb-2017,96.0,92.34,500
16-Feb-2017,96.0,92.25,500
17-Feb-2017,96.0,87.01,500
20-Feb-2017,96.0,86.93,500
21-Feb-2017,96.0,87.76,500
22-Feb-2017,96.0,94.02,500
23-Feb-2017,96.0,89.5,500
24-Feb-2017,96.0,95.36,500
27-Feb-2017,96.0,95.45,500
28-Feb-2017,96.0,90.19,500
01-Mar-2017,96.0,92.21,500
02-Mar-2017,96.0,89.32,500
03-Mar-2017,96.0,94.06,500
06-Mar-2017,96.0,81.16,500
07-Mar-2017,96.0,90.08,500
08-Mar-2017,96.0,87.97,500
09-Mar-2017,96.0,88.98,500
10-Mar-2017,96.0,94.77,500
13-Mar-2017,96.0,87.79,500
14-Mar-2017,96.0,79.56,500
15-Mar-2017,96.0,86.48,500
16-Mar-2017,96.0,93.2,500
17-Mar-2017,96.0,88.69,500
20-Mar-2017,96.0,79.09,500
21-Mar-2017,96.0,95.14,500
22-Mar-2017,96.0,89.94,500
23-Mar-2017,96.0,89.44,500
24-Mar-2017,96.0,90.12,500
27-Mar-2017,96.0,80.46,500
28-Mar-2017,96.0,90.8,500
29-Mar-2017,96.0,83.66,500
30-Mar-2017,96.0,82.34,500
31-Mar-2017,96.0,88.63,500
03-Apr-2017,96.0,93.87,500
04-Apr-2017,96.0,89.2,500
05-Apr-2017,96.0,92.94,500
06-Apr-2017,96.0,88.12,500
07-Apr-2017,96.0,82.74,500
10-Apr-2017,96.0,90.59,500
11-Apr-2017,96.0,90.75,500
12-Apr-2017,96.0,82.44,500
13-Apr-2017,96.0,79.94,500
14-Apr-2017,96.0,87.48,500
17-Apr-2017,96.0,89.55,500
18-Apr-2017,96.0,89.38,500
19-Apr-2017,96.0,83.24,500
20-Apr-2017,96.0,84.35,500
21-Apr-2017,96.0,89.25,500
24-Apr-2017,96.0,81.2,500
25-Apr-2017,96.0,85.85,500
26-Apr-2017,96.0,90.2,500
27-Apr-2017,96.0,84.61,500
28-Apr-2017,96.0,85.46,500
01-May-2017,96.0,84.24,500
02-May-2017,96.0,91.0,500
03-May-2017,96.0,86.67,500
04-May-2017,96.0,97.17,500
05-May-2017,96.0,90.76,500
08-May-2017,96.0,84.95,500
09-May-2017,96.0,86.38,500
10-May-2017,96.0,88.65,500
11-May-2017,96.0,90.32,500
12-May-2017,96.0,91.35,500
15-May-2017,96.0,87.3,500
16-May-2017,96.0,91.74,500
17-May-2017,96.0,89.03,500
18-May-2017,96.0,89.52,500
19-May-2017,96.0,88.84,500
22-May-2017,96.0,86.56,500
23-May-2017,96.0,89.17,500
24-May-2017,96.0,89.91,500
25-May-2017,96.0,92.3,500
26-May-2017,96.0,94.98,500
29-May-2017,96.0,81.76,500
30-May-2017,96.0,82.71,500
31-May-2017,96.0,89.0,500
01-Jun-2017,96.0,85.88,500
02-Jun-2017,96.0,91.19,500
05-Jun-2017,96.0,81.25,500
06-Jun-2017,96.0,90.8,500
07-Jun-2017,96.0,93.57,500
08-Jun-2017,96.0,87.41,500
09-Jun-2017,96.0,87.37,500
12-Jun-2017,96.0,89.4,500
13-Jun-2017,96.0,85.25,500
14-Jun-2017,96.0,90.91,500
15-Jun-2017,96.0,87.56,500
16-Jun-2017,96.0,98.0,500
19-Jun-2017,96.0,79.8,500
20-Jun-2017,96.0,88.19,500
21-Jun-2017,96.0,91.15,500
22-Jun-2017,96.0,87.6,500
23-Jun-2017,96.0,85.61,500
26-Jun-2017,96.0,82.1,500
27-Jun-2017,96.0,92.55,500
28-Jun-2017,96.0,87.39,500
29-Jun-2017,96.0,88.75,500
30-Jun-2017,96.0,84.89,500
03-Jul-2017,96.0,86.23,500
04-Jul-2017,96.0,90.48,500
05-Jul-2017,96.0,93.37,500
06-Jul-2017,96.0,86.82,500
07-Jul-2017,96.0,85.74,500
10-Jul-2017,96.0,90.03,500
11-Jul-2017,96.0,84.53,500
12-Jul-2017,96.0,84.56,500
13-Jul-2017,96.0,85.92,500
14-Jul-2017,96.0,86.78,500
17-Jul-2017,96.0,87.82,500
18-Jul-2017,96.0,92.77,500
19-Jul-2017,96.0,91.18,500
20-Jul-2017,96.0,93.0,500
21-Jul-2017,96.0,82.69,500
24-Jul-2017,96.0,91.08,500
25-Jul-2017,96.0,81.67,500
26-Jul-2017,96.0,89.91,500
27-Jul-2017,96.0,83.47,500
28-Jul-2017,96.0,84.24,500
31-Jul-2017,96.0,89.27,500
01-Aug-2017,96.0,86.97,500
02-Aug-2017,96.0,89.9,500
03-Aug-2017,96.0,92.99,500
04-Aug-2017,96.0,98.0,500
07-Aug-2017,96.0,91.67,500
08-Aug-2017,96.0,86.53,500
09-Aug-2017,96.0,92.36,500
10-Aug-2017,96.0,86.71,500
11-Aug-2017,96.0,85.23,500
14-Aug-2017,96.0,93.06,500
15-Aug-2017,96.0,83.37,500
16-Aug-2017,96.0,86.64,500
17-Aug-2017,96.0,87.1,500
18-Aug-2017,95.35,88.92,500
21-Aug-2017,95.23,85.45,500
22-Aug-2017,95.01,88.06,500
23-Aug-2017,95.24,87.46,500
24-Aug-2017,96.0,82.75,500
25-Aug-2017,95.65,92.25,500
28-Aug-2017,95.34,88.49,500
29-Aug-2017,96.0,89.66,500
30-Aug-2017,96.0,88.06,500
31-Aug-2017,96.0,86.35,500
01-Sep-2017,96.0,85.67,500
04-Sep-2017,96.0,92.15,500
05-Sep-2017,95.61,98.0,500
06-Sep-2017,96.0,84.71,500
07-Sep-2017,96.0,90.42,500
08-Sep-2017,96.0,98.0,500
11-Sep-2017,96.0,90.97,500
12-Sep-2017,95.35,88.03,500
13-Sep-2017,95.37,88.26,500
14-Sep-2017,95.15,94.06,500
15-Sep-2017,95.88,79.67,500
18-Sep-2017,95.97,88.26,500
19-Sep-2017,95.32,89.65,500
20-Sep-2017,96.0,89.89,500
21-Sep-2017,96.0,84.93,500
22-Sep-2017,96.0,83.33,500
25-Sep-2017,96.0,84.45,500
26-Sep-2017,96.0,88.97,500
27-Sep-2017,96.0,88.92,500
28-Sep-2017,96.0,96.65,500
29-Sep-2017,96.0,85.29,500
02-Oct-2017,96.0,87.37,500
03-Oct-2017,96.0,89.58,500
04-Oct-2017,96.0,93.29,500
05-Oct-2017,96.0,89.14,500
06-Oct-2017,96.0,89.89,500
09-Oct-2017,96.0,87.63,500
10-Oct-2017,96.0,87.42,500
11-Oct-2017,96.0,89.82,500
12-Oct-2017,96.0,95.46,500
13-Oct-2017,96.0,94.23,500
16-Oct-2017,96.0,89.21,500
17-Oct-2017,96.0,87.18,500
18-Oct-2017,96.0,90.87,500
19-Oct-2017,96.0,85.43,500
20-Oct-2017,96.0,92.45,500
23-Oct-2017,96.0,90.01,500
24-Oct-2017,96.0,82.57,500
25-Oct-2017,96.0,87.76,500
26-Oct-2017,96.0,87.08,500
27-Oct-2017,96.0,86.57,500
30-Oct-2017,96.0,91.74,500
31-Oct-2017,96.0,94.79,500
01-Nov-2017,96.0,87.56,500
02-Nov-2017,96.0,91.1,500
03-Nov-2017,96.0,92.09,500
06-Nov-2017,96.0,84.03,500
07-Nov-2017,96.0,83.24,500
08-Nov-2017,96.0,86.57,500
09-Nov-2017,96.0,85.58,500
10-Nov-2017,96.0,82.96,500
13-Nov-2017,96.0,89.81,500
14-Nov-2017,96.0,86.86,500
15-Nov-2017,96.0,82.95,500
16-Nov-2017,96.0,81.8,500
17-Nov-2017,96.0,95.3,500
20-Nov-2017,96.0,87.31,500
21-Nov-2017,96.0,93.07,500
22-Nov-2017,96.0,89.61,500
23-Nov-2017,96.0,83.08,500
24-Nov-2017,96.0,91.6,500
27-Nov-2017,96.0,87.01,500
28-Nov-2017,96.0,92.7,500
29-Nov-2017,96.0,89.77,500
30-Nov-2017,96.0,88.49,500
01-Dec-2017,96.0,84.02,500
04-Dec-2017,96.0,87.59,500
05-Dec-2017,96.0,83.26,500
06-Dec-2017,96.0,89.08,500
07-Dec-2017,96.0,86.49,500
08-Dec-2017,96.0,85.6,500
11-Dec-2017,96.0,89.55,500
12-Dec-2017,96.0,86.91,500
13-Dec-2017,96.0,89.51,500
14-Dec-2017,96.0,93.3,500
15-Dec-2017,96.0,84.06,500
18-Dec-2017,96.0,92.21,500
19-Dec-2017,96.0,92.18,500
20-Dec-2017,96.0,83.33,500
21-Dec-2017,96.0,91.08,500
22-Dec-2017,96.0,94.1,500
25-Dec-2017,96.0,92.28,500
26-Dec-2017,96.0,89.13,500
27-Dec-2017,96.0,88.81,500
28-Dec-2017,96.0,88.82,500
29-Dec-2017,96.0,84.63,500
01-Jan-2018,96.0,79.04,500
02-Jan-2018,96.0,89.42,500
03-Jan-2018,96.0,92.47,500
04-Jan-2018,96.0,88.76,500
05-Jan-2018,96.0,92.72,500
08-Jan-2018,96.0,95.41,500
09-Jan-2018,96.0,86.5,500
10-Jan-2018,96.0,93.49,500
11-Jan-2018,96.0,87.86,500
12-Jan-2018,96.0,89.54,500
15-Jan-2018,96.0,89.35,500
16-Jan-2018,96.0,86.36,500
17-Jan-2018,96.0,83.94,500
18-Jan-2018,96.0,92.09,500
19-Jan-2018,96.0,87.81,500
22-Jan-2018,96.0,90.47,500
23-Jan-2018,96.0,92.57,500
24-Jan-2018,96.0,88.89,500
25-Jan-2018,96.0,94.78,500
26-Jan-2018,96.0,87.12,500
29-Jan-2018,96.0,86.11,500
30-Jan-2018,96.0,98.0,500
31-Jan-2018,96.0,87.15,500
01-Feb-2018,96.0,95.6,500
02-Feb-2018,96.0,93.83,500
05-Feb-2018,96.0,85.99,500
06-Feb-2018,96.0,85.27,500
07-Feb-2018,96.0,87.43,500
08-Feb-2018,96.0,88.7,500
09-Feb-2018,96.0,86.65,500
12-Feb-2018,96.0,90.28,500
13-Feb-2018,96.0,94.13,500
14-Feb-2018,96.0,92.55,500
15-Feb-2018,96.0,91.04,500
16-Feb-2018,96.0,92.24,500
19-Feb-2018,96.0,90.95,500
20-Feb-2018,96.0,90.0,500
21-Feb-2018,96.0,91.78,500
22-Feb-2018,96.0,88.34,500
23-Feb-2018,96.0,85.37,500
26-Feb-2018,96.0,83.64,500
27-Feb-2018,96.0,96.54,500
28-Feb-2018,96.0,91.55,500
01-Mar-2018,96.0,84.61,500
02-Mar-2018,96.0,89.5,500
05-Mar-2018,96.0,89.57,500
06-Mar-2018,96.0,98.0,500
07-Mar-2018,96.0,90.39,500
08-Mar-2018,96.0,84.27,500
09-Mar-2018,96.0,97.2,500
12-Mar-2018,96.0,86.59,500
13-Mar-2018,96.0,85.58,500
14-Mar-2018,96.0,88.08,500
15-Mar-2018,96.0,90.41,500
16-Mar-2018,96.0,86.14,500
19-Mar-2018,96.0,92.31,500
20-Mar-2018,96.0,85.32,500
21-Mar-2018,96.0,82.11,500
22-Mar-2018,96.0,92.99,500
23-Mar-2018,96.0,95.22,500
26-Mar-2018,96.0,85.58,500
27-Mar-2018,96.0,82.45,500
28-Mar-2018,96.0,86.93,500
29-Mar-2018,96.0,85.74,500
30-Mar-2018,96.0,90.55,500
02-Apr-2018,96.0,94.5,500
03-Apr-2018,96.0,89.32,500
04-Apr-2018,96.0,92.73,500
05-Apr-2018,96.0,92.26,500
06-Apr-2018,96.0,86.56,500
09-Apr-2018,96.0,96.22,500
10-Apr-2018,96.0,85.08,500
11-Apr-2018,96.0,83.3,500
12-Apr-2018,96.0,90.97,500
13-Apr-2018,96.0,94.86,500
16-Apr-2018,96.0,85.69,500
17-Apr-2018,96.0,94.77,500
18-Apr-2018,96.0,88.9,500
19-Apr-2018,96.0,87.36,500
20-Apr-2018,96.0,81.37,500
23-Apr-2018,96.0,84.48,500
24-Apr-2018,96.0,84.92,500
25-Apr-2018,96.0,90.79,500
26-Apr-2018,96.0,86.39,500
27-Apr-2018,96.0,88.74,500
30-Apr-2018,96.0,93.9,500
01-May-2018,96.0,91.67,500
02-May-2018,96.0,97.3,500
03-May-2018,96.0,86.22,500
04-May-2018,96.0,90.32,500
07-May-2018,96.0,91.61,500
08-May-2018,96.0,85.76,500
09-May-2018,96.0,89.68,500
10-May-2018,96.0,91.41,500
11-May-2018,96.0,89.6,500
14-May-2018,96.0,93.7,500
15-May-2018,96.0,92.58,500
16-May-2018,96.0,91.72,500
17-May-2018,96.0,79.66,500
18-May-2018,96.0,90.61,500
21-May-2018,96.0,88.97,500
22-May-2018,96.0,86.98,500
23-May-2018,96.0,81.24,500
24-May-2018,96.0,76.12,500
25-May-2018,96.0,82.26,500
28-May-2018,96.0,83.98,500
29-May-2018,96.0,90.91,500
30-May-2018,96.0,86.96,500
31-May-2018,96.0,87.46,500
01-Jun-2018,96.0,98.0,500
04-Jun-2018,96.0,94.93,500
05-Jun-2018,96.0,90.35,500
06-Jun-2018,96.0,88.67,500
07-Jun-2018,96.0,86.02,500
08-Jun-2018,96.0,83.18,500
11-Jun-2018,96.0,93.85,500
12-Jun-2018,96.0,88.32,500
13-Jun-2018,96.0,85.34,500
14-Jun-2018,96.0,90.2,500
15-Jun-2018,96.0,87.95,500
18-Jun-2018,96.0,93.34,500
19-Jun-2018,96.0,87.68,500
20-Jun-2018,96.0,91.72,500
21-Jun-2018,96.0,90.45,500
22-Jun-2018,96.0,90.3,500
25-Jun-2018,96.0,86.0,500
26-Jun-2018,96.0,89.85,500
27-Jun-2018,96.0,80.91,500
28-Jun-2018,96.0,82.83,500
29-Jun-2018,96.0,88.36,500
02-Jul-2018,96.0,88.81,500
03-Jul-2018,96.0,87.8,500
04-Jul-2018,96.0,85.54,500
05-Jul-2018,96.0,94.25,500
06-Jul-2018,96.0,87.24,500
