Date,Advances,Declines,Unchanged,Advance Decline Ratio
27-May-2015,538,1545,52,0.348
28-May-2015,1169,808,105,1.447
29-May-2015,751,1156,122,0.65
01-Jun-2015,632,1280,127,0.494
02-Jun-2015,441,1536,57,0.287
03-Jun-2015,1149,791,116,1.453
04-Jun-2015,728,1262,41,0.577
05-Jun-2015,920,1006,114,0.915
08-Jun-2015,900,1009,38,0.892
09-Jun-2015,820,1178,40,0.696
10-Jun-2015,825,1134,96,0.728
11-Jun-2015,1003,949,65,1.057
12-Jun-2015,771,1248,71,0.618
15-Jun-2015,962,1088,28,0.884
16-Jun-2015,1034,1034,93,1.0
17-Jun-2015,743,1297,26,0.573
18-Jun-2015,1022,923,35,1.107
19-Jun-2015,742,1264,99,0.587
22-Jun-2015,595,1416,80,0.42
23-Jun-2015,789,1170,64,0.674
24-Jun-2015,572,1429,83,0.4
25-Jun-2015,989,943,38,1.049
26-Jun-2015,1117,815,25,1.371
29-Jun-2015,699,1320,53,0.53
30-Jun-2015,1127,820,97,1.374
01-Jul-2015,1088,871,50,1.249
02-Jul-2015,1051,957,22,1.098
03-Jul-2015,1260,733,93,1.719
06-Jul-2015,402,1555,98,0.259
07-Jul-2015,784,1256,31,0.624
08-Jul-2015,1103,928,110,1.189
09-Jul-2015,733,1194,29,0.614
10-Jul-2015,728,1307,109,0.557
13-Jul-2015,1120,885,75,1.266
14-Jul-2015,706,1277,124,0.553
15-Jul-2015,503,1528,59,0.329
16-Jul-2015,697,1310,126,0.532
17-Jul-2015,1273,758,55,1.679
20-Jul-2015,738,1262,89,0.585
21-Jul-2015,350,1704,37,0.205
22-Jul-2015,592,1350,91,0.439
23-Jul-2015,715,1306,29,0.547
24-Jul-2015,834,1186,84,0.703
27-Jul-2015,736,1170,20,0.629
28-Jul-2015,1035,889,98,1.164
29-Jul-2015,418,1490,37,0.281
30-Jul-2015,314,1586,90,0.198
31-Jul-2015,1458,629,92,2.318
03-Aug-2015,743,1297,52,0.573
04-Aug-2015,798,1180,108,0.676
05-Aug-2015,967,1002,39,0.965
06-Aug-2015,1010,956,24,1.056
07-Aug-2015,1169,783,33,1.493
10-Aug-2015,540,1392,123,0.388
11-Aug-2015,1168,826,97,1.414
12-Aug-2015,1248,718,100,1.738
13-Aug-2015,1086,999,126,1.087
14-Aug-2015,501,1450,101,0.346
17-Aug-2015,1070,985,69,1.086
18-Aug-2015,1333,751,105,1.775
19-Aug-2015,1156,830,121,1.393
20-Aug-2015,448,1464,78,0.306
21-Aug-2015,570,1448,71,0.394
24-Aug-2015,774,1316,121,0.588
25-Aug-2015,1083,842,50,1.286
26-Aug-2015,1032,945,54,1.092
27-Aug-2015,887,1122,34,0.791
28-Aug-2015,1210,869,80,1.392
31-Aug-2015,1013,903,53,1.122
01-Sep-2015,926,1090,114,0.85
02-Sep-2015,1003,1049,59,0.956
03-Sep-2015,855,1224,54,0.699
04-Sep-2015,1170,744,69,1.573
07-Sep-2015,790,1216,51,0.65
08-Sep-2015,1018,975,79,1.044
09-Sep-2015,983,1011,95,0.972
10-Sep-2015,1186,884,60,1.342
11-Sep-2015,910,1157,30,0.787
14-Sep-2015,811,1234,125,0.657
15-Sep-2015,987,932,44,1.059
16-Sep-2015,1116,951,91,1.174
17-Sep-2015,1027,981,42,1.047
18-Sep-2015,581,1513,50,0.384
21-Sep-2015,972,1101,112,0.883
22-Sep-2015,1300,689,117,1.887
23-Sep-2015,571,1417,73,0.403
24-Sep-2015,496,1502,109,0.33
25-Sep-2015,1059,874,69,1.212
28-Sep-2015,1084,847,78,1.28
29-Sep-2015,1120,886,108,1.264
30-Sep-2015,843,1224,102,0.689
01-Oct-2015,1209,837,89,1.444
02-Oct-2015,747,1244,71,0.6
05-Oct-2015,1145,911,97,1.257
06-Oct-2015,916,1019,24,0.899
07-Oct-2015,682,1338,111,0.51
08-Oct-2015,708,1192,94,0.594
09-Oct-2015,847,1186,128,0.714
12-Oct-2015,527,1397,75,0.377
13-Oct-2015,889,1183,106,0.751
14-Oct-2015,910,1158,59,0.786
15-Oct-2015,292,1773,67,0.165
16-Oct-2015,863,1100,77,0.785
19-Oct-2015,758,1299,37,0.584
20-Oct-2015,832,1247,118,0.667
21-Oct-2015,637,1383,99,0.461
22-Oct-2015,922,1048,62,0.88
23-Oct-2015,906,1139,47,0.795
26-Oct-2015,986,1062,30,0.928
27-Oct-2015,892,1178,83,0.757
28-Oct-2015,1507,584,89,2.58
29-Oct-2015,750,1208,116,0.621
30-Oct-2015,649,1306,116,0.497
02-Nov-2015,766,1311,55,0.584
03-Nov-2015,535,1420,23,0.377
04-Nov-2015,991,928,78,1.068
05-Nov-2015,809,1203,75,0.672
06-Nov-2015,1103,903,52,1.221
09-Nov-2015,719,1308,35,0.55
10-Nov-2015,795,1295,93,0.614
11-Nov-2015,744,1160,31,0.641
12-Nov-2015,1061,858,44,1.237
13-Nov-2015,1580,484,24,3.264
16-Nov-2015,960,971,101,0.989
17-Nov-2015,493,1592,104,0.31
18-Nov-2015,987,1048,84,0.942
19-Nov-2015,1185,903,45,1.312
20-Nov-2015,702,1259,91,0.558
23-Nov-2015,948,981,75,0.966
24-Nov-2015,554,1543,85,0.359
25-Nov-2015,1545,364,103,4.245
26-Nov-2015,1188,762,33,1.559
27-Nov-2015,989,1058,124,0.935
30-Nov-2015,939,1132,61,0.83
01-Dec-2015,1193,775,65,1.539
02-Dec-2015,695,1400,88,0.496
03-Dec-2015,870,1162,47,0.749
04-Dec-2015,964,1113,35,0.866
07-Dec-2015,816,1166,83,0.7
08-Dec-2015,73,1838,27,0.04
09-Dec-2015,991,955,104,1.038
10-Dec-2015,561,1493,119,0.376
11-Dec-2015,651,1395,95,0.467
14-Dec-2015,931,1055,29,0.882
15-Dec-2015,864,1105,128,0.782
16-Dec-2015,604,1377,26,0.439
17-Dec-2015,412,1634,23,0.252
18-Dec-2015,514,1583,52,0.325
21-Dec-2015,915,1107,53,0.827
22-Dec-2015,1041,934,82,1.115
23-Dec-2015,441,1525,123,0.289
24-Dec-2015,1121,935,55,1.199
25-Dec-2015,988,1041,119,0.949
28-Dec-2015,612,1332,128,0.459
29-Dec-2015,1106,905,63,1.222
30-Dec-2015,829,1089,91,0.761
31-Dec-2015,845,1095,94,0.772
01-Jan-2016,756,1308,120,0.578
04-Jan-2016,1096,875,29,1.253
05-Jan-2016,1039,995,84,1.044
06-Jan-2016,475,1510,76,0.315
07-Jan-2016,606,1358,70,0.446
08-Jan-2016,711,1328,27,0.535
11-Jan-2016,1131,805,67,1.405
12-Jan-2016,1330,614,124,2.166
13-Jan-2016,538,1483,52,0.363
14-Jan-2016,662,1246,76,0.531
15-Jan-2016,1035,1052,98,0.984
18-Jan-2016,1102,900,46,1.224
19-Jan-2016,804,1237,85,0.65
20-Jan-2016,590,1425,122,0.414
21-Jan-2016,1008,1040,66,0.969
22-Jan-2016,774,1283,44,0.603
25-Jan-2016,710,1370,86,0.518
26-Jan-2016,721,1219,46,0.591
27-Jan-2016,1145,839,77,1.365
28-Jan-2016,1029,932,44,1.104
29-Jan-2016,529,1520,37,0.348
01-Feb-2016,1057,857,58,1.233
02-Feb-2016,1062,900,103,1.18
03-Feb-2016,860,1226,100,0.701
04-Feb-2016,741,1205,103,0.615
05-Feb-2016,1141,949,67,1.202
08-Feb-2016,632,1439,36,0.439
09-Feb-2016,729,1174,113,0.621
10-Feb-2016,885,1075,41,0.823
11-Feb-2016,891,1033,127,0.863
12-Feb-2016,879,1150,25,0.764
15-Feb-2016,937,966,25,0.97
16-Feb-2016,665,1328,53,0.501
17-Feb-2016,902,1040,67,0.867
18-Feb-2016,744,1242,128,0.599
19-Feb-2016,965,1088,75,0.887
22-Feb-2016,1305,614,95,2.125
23-Feb-2016,738,1310,61,0.563
24-Feb-2016,978,1019,65,0.96
25-Feb-2016,1035,938,125,1.103
26-Feb-2016,450,1551,80,0.29
29-Feb-2016,611,1294,63,0.472
01-Mar-2016,456,1487,93,0.307
02-Mar-2016,876,1211,45,0.723
03-Mar-2016,975,1119,105,0.871
04-Mar-2016,529,1427,88,0.371
07-Mar-2016,865,1114,29,0.776
08-Mar-2016,825,1152,23,0.716
09-Mar-2016,922,1154,104,0.799
10-Mar-2016,798,1183,26,0.675
11-Mar-2016,856,1186,26,0.722
14-Mar-2016,1006,1055,49,0.954
15-Mar-2016,723,1185,69,0.61
16-Mar-2016,838,1126,97,0.744
17-Mar-2016,1257,743,104,1.692
18-Mar-2016,1159,749,106,1.547
21-Mar-2016,1225,685,68,1.788
22-Mar-2016,991,1090,57,0.909
23-Mar-2016,454,1623,58,0.28
24-Mar-2016,830,1225,67,0.678
25-Mar-2016,478,1573,118,0.304
28-Mar-2016,549,1360,97,0.404
29-Mar-2016,874,1049,44,0.833
30-Mar-2016,660,1329,117,0.497
31-Mar-2016,992,933,24,1.063
01-Apr-2016,934,1095,98,0.853
04-Apr-2016,1092,850,111,1.285
05-Apr-2016,1158,864,20,1.34
06-Apr-2016,373,1602,101,0.233
07-Apr-2016,761,1286,21,0.592
08-Apr-2016,1130,900,72,1.256
11-Apr-2016,1038,1037,55,1.001
12-Apr-2016,1334,638,100,2.091
13-Apr-2016,1043,912,70,1.144
14-Apr-2016,913,1175,56,0.777
15-Apr-2016,712,1263,129,0.564
18-Apr-2016,1095,811,85,1.35
19-Apr-2016,674,1243,107,0.542
20-Apr-2016,799,1146,121,0.697
21-Apr-2016,712,1205,120,0.591
22-Apr-2016,591,1355,83,0.436
25-Apr-2016,836,1228,63,0.681
26-Apr-2016,819,1203,116,0.681
27-Apr-2016,911,1175,31,0.775
28-Apr-2016,882,1048,24,0.842
29-Apr-2016,704,1264,116,0.557
02-May-2016,521,1439,94,0.362
03-May-2016,1027,1007,65,1.02
04-May-2016,766,1222,29,0.627
05-May-2016,877,1071,97,0.819
06-May-2016,481,1453,102,0.331
09-May-2016,1085,843,20,1.287
10-May-2016,674,1333,111,0.506
11-May-2016,834,1225,117,0.681
12-May-2016,589,1501,76,0.392
13-May-2016,990,1083,118,0.914
16-May-2016,992,945,116,1.05
17-May-2016,934,993,124,0.941
18-May-2016,907,1082,58,0.838
19-May-2016,1166,806,121,1.447
20-May-2016,1080,971,95,1.112
23-May-2016,810,1191,60,0.68
24-May-2016,1248,807,94,1.546
25-May-2016,1054,872,68,1.209
26-May-2016,882,1137,77,0.776
27-May-2016,653,1368,64,0.477
30-May-2016,524,1549,23,0.338
31-May-2016,724,1209,87,0.599
01-Jun-2016,1320,762,104,1.732
02-Jun-2016,586,1332,84,0.44
03-Jun-2016,489,1551,110,0.315
06-Jun-2016,323,1737,41,0.186
07-Jun-2016,1042,1003,61,1.039
08-Jun-2016,625,1357,47,0.461
09-Jun-2016,321,1665,125,0.193
10-Jun-2016,1020,1012,34,1.008
13-Jun-2016,503,1513,47,0.332
14-Jun-2016,796,1219,46,0.653
15-Jun-2016,1323,732,46,1.807
16-Jun-2016,920,1098,41,0.838
17-Jun-2016,732,1177,60,0.622
20-Jun-2016,988,1074,73,0.92
21-Jun-2016,1084,848,102,1.278
22-Jun-2016,387,1673,40,0.231
23-Jun-2016,748,1252,58,0.597
24-Jun-2016,327,1597,118,0.205
27-Jun-2016,1234,771,20,1.601
28-Jun-2016,938,980,65,0.957
29-Jun-2016,1455,588,66,2.474
30-Jun-2016,757,1338,112,0.566
01-Jul-2016,370,1535,65,0.241
04-Jul-2016,632,1400,113,0.451
05-Jul-2016,1406,592,114,2.375
06-Jul-2016,633,1435,34,0.441
07-Jul-2016,891,1026,21,0.868
08-Jul-2016,733,1265,116,0.579
11-Jul-2016,1064,940,108,1.132
12-Jul-2016,868,1132,101,0.767
13-Jul-2016,829,1184,70,0.7
14-Jul-2016,999,929,129,1.075
15-Jul-2016,843,1224,125,0.689
18-Jul-2016,1199,735,129,1.631
19-Jul-2016,720,1322,120,0.545
20-Jul-2016,687,1221,25,0.563
21-Jul-2016,857,1193,71,0.718
22-Jul-2016,150,1945,86,0.077
25-Jul-2016,1148,867,80,1.324
26-Jul-2016,1370,602,53,2.276
27-Jul-2016,511,1410,98,0.362
28-Jul-2016,569,1423,54,0.4
29-Jul-2016,1276,716,35,1.782
01-Aug-2016,912,1121,73,0.814
02-Aug-2016,1012,902,113,1.122
03-Aug-2016,553,1535,103,0.36
04-Aug-2016,333,1603,57,0.208
05-Aug-2016,649,1397,106,0.465
08-Aug-2016,979,960,38,1.02
09-Aug-2016,1067,1031,54,1.035
10-Aug-2016,1018,1010,23,1.008
11-Aug-2016,925,1026,91,0.902
12-Aug-2016,1370,635,101,2.157
15-Aug-2016,882,1161,123,0.76
16-Aug-2016,1095,954,116,1.148
17-Aug-2016,1080,983,54,1.099
18-Aug-2016,887,1068,30,0.831
19-Aug-2016,666,1272,94,0.524
22-Aug-2016,1073,898,65,1.195
23-Aug-2016,989,932,99,1.061
24-Aug-2016,998,972,29,1.027
25-Aug-2016,715,1300,21,0.55
26-Aug-2016,37,1910,29,0.019
29-Aug-2016,828,1175,113,0.705
30-Aug-2016,1088,883,31,1.232
31-Aug-2016,454,1641,71,0.277
01-Sep-2016,1458,591,59,2.467
02-Sep-2016,528,1451,109,0.364
05-Sep-2016,715,1360,36,0.526
06-Sep-2016,504,1466,33,0.344
07-Sep-2016,297,1663,71,0.179
08-Sep-2016,1082,978,54,1.106
09-Sep-2016,1095,1003,79,1.092
12-Sep-2016,1354,622,126,2.177
13-Sep-2016,652,1423,90,0.458
14-Sep-2016,1253,683,102,1.835
15-Sep-2016,826,1207,118,0.684
16-Sep-2016,717,1196,120,0.599
19-Sep-2016,771,1187,83,0.65
20-Sep-2016,786,1203,22,0.653
21-Sep-2016,1115,975,107,1.144
22-Sep-2016,699,1229,64,0.569
23-Sep-2016,725,1317,112,0.55
26-Sep-2016,677,1369,28,0.495
27-Sep-2016,1215,703,29,1.728
28-Sep-2016,1476,505,121,2.923
29-Sep-2016,782,1154,124,0.678
30-Sep-2016,660,1335,64,0.494
03-Oct-2016,1112,896,87,1.241
04-Oct-2016,934,1050,121,0.89
05-Oct-2016,550,1441,64,0.382
06-Oct-2016,1042,921,20,1.131
07-Oct-2016,683,1347,107,0.507
10-Oct-2016,828,1080,56,0.767
11-Oct-2016,517,1520,103,0.34
12-Oct-2016,691,1302,78,0.531
13-Oct-2016,1066,973,82,1.096
14-Oct-2016,908,1021,27,0.889
17-Oct-2016,919,1082,117,0.849
18-Oct-2016,1016,970,77,1.047
19-Oct-2016,841,1157,89,0.727
20-Oct-2016,1048,860,129,1.219
21-Oct-2016,781,1166,107,0.67
24-Oct-2016,1000,900,26,1.111
25-Oct-2016,539,1500,81,0.359
26-Oct-2016,754,1319,79,0.572
27-Oct-2016,1129,789,96,1.431
28-Oct-2016,796,1231,60,0.647
31-Oct-2016,788,1267,68,0.622
01-Nov-2016,828,1140,94,0.726
02-Nov-2016,1253,663,98,1.89
03-Nov-2016,1139,844,23,1.35
04-Nov-2016,1035,1004,95,1.031
07-Nov-2016,1011,1049,121,0.964
08-Nov-2016,975,1121,80,0.87
09-Nov-2016,527,1565,21,0.337
10-Nov-2016,314,1751,20,0.179
11-Nov-2016,567,1487,68,0.381
14-Nov-2016,1131,842,73,1.343
15-Nov-2016,1041,882,80,1.18
16-Nov-2016,1182,787,84,1.502
17-Nov-2016,697,1364,48,0.511
18-Nov-2016,695,1327,78,0.524
21-Nov-2016,947,1106,29,0.856
22-Nov-2016,831,1155,61,0.719
23-Nov-2016,1140,810,75,1.407
24-Nov-2016,588,1474,71,0.399
25-Nov-2016,889,1095,67,0.812
28-Nov-2016,668,1295,101,0.516
29-Nov-2016,565,1375,48,0.411
30-Nov-2016,877,1158,104,0.757
01-Dec-2016,718,1184,49,0.606
02-Dec-2016,451,1508,100,0.299
05-Dec-2016,582,1325,67,0.439
06-Dec-2016,891,1058,20,0.842
07-Dec-2016,904,1106,45,0.817
08-Dec-2016,780,1135,27,0.687
09-Dec-2016,702,1214,69,0.578
12-Dec-2016,1162,887,93,1.31
13-Dec-2016,731,1361,114,0.537
14-Dec-2016,596,1332,70,0.447
15-Dec-2016,1014,1021,90,0.993
16-Dec-2016,1272,804,84,1.582
19-Dec-2016,1201,892,89,1.346
20-Dec-2016,884,1115,103,0.793
21-Dec-2016,586,1326,105,0.442
22-Dec-2016,909,1014,68,0.896
23-Dec-2016,1002,1069,97,0.937
26-Dec-2016,1140,761,34,1.498
27-Dec-2016,637,1447,26,0.44
28-Dec-2016,851,1114,89,0.764
29-Dec-2016,1136,851,48,1.335
30-Dec-2016,793,1270,104,0.624
02-Jan-2017,494,1507,110,0.328
03-Jan-2017,796,1181,39,0.674
04-Jan-2017,764,1276,58,0.599
05-Jan-2017,390,1655,82,0.236
06-Jan-2017,195,1792,82,0.109
09-Jan-2017,777,1137,47,0.683
10-Jan-2017,20,1925,87,0.01
11-Jan-2017,795,1272,90,0.625
12-Jan-2017,1034,1015,54,1.019
13-Jan-2017,1051,902,39,1.165
16-Jan-2017,952,1083,73,0.879
17-Jan-2017,1657,258,27,6.422
18-Jan-2017,432,1489,77,0.29
19-Jan-2017,646,1332,46,0.485
20-Jan-2017,898,1143,101,0.786
23-Jan-2017,763,1148,29,0.665
24-Jan-2017,809,1152,125,0.702
25-Jan-2017,563,1442,110,0.39
26-Jan-2017,889,1044,106,0.852
27-Jan-2017,923,1127,111,0.819
30-Jan-2017,1045,969,103,1.078
31-Jan-2017,1103,870,118,1.268
01-Feb-2017,860,1086,46,0.792
02-Feb-2017,1208,791,84,1.527
03-Feb-2017,452,1457,119,0.31
06-Feb-2017,675,1291,52,0.523
07-Feb-2017,988,1098,21,0.9
08-Feb-2017,914,1036,114,0.882
09-Feb-2017,611,1385,31,0.441
10-Feb-2017,386,1607,68,0.24
13-Feb-2017,619,1349,21,0.459
14-Feb-2017,563,1414,38,0.398
15-Feb-2017,640,1392,65,0.46
16-Feb-2017,1185,849,91,1.396
17-Feb-2017,91,1896,83,0.048
20-Feb-2017,1299,705,68,1.843
21-Feb-2017,496,1459,115,0.34
22-Feb-2017,949,1011,48,0.939
23-Feb-2017,821,1093,117,0.751
24-Feb-2017,789,1260,41,0.626
27-Feb-2017,605,1351,77,0.448
28-Feb-2017,586,1462,50,0.401
01-Mar-2017,656,1321,118,0.497
02-Mar-2017,1662,257,21,6.467
03-Mar-2017,194,1834,89,0.106
06-Mar-2017,542,1383,110,0.392
07-Mar-2017,707,1380,54,0.512
08-Mar-2017,607,1379,84,0.44
09-Mar-2017,854,1156,107,0.739
10-Mar-2017,633,1434,115,0.441
13-Mar-2017,826,1220,119,0.677
14-Mar-2017,434,1662,103,0.261
15-Mar-2017,93,1859,86,0.05
16-Mar-2017,1174,876,36,1.34
17-Mar-2017,959,1135,126,0.845
20-Mar-2017,1014,1019,61,0.995
21-Mar-2017,1268,773,78,1.64
22-Mar-2017,659,1362,34,0.484
23-Mar-2017,719,1240,51,0.58
24-Mar-2017,721,1224,60,0.589
27-Mar-2017,372,1585,128,0.235
28-Mar-2017,567,1382,30,0.41
29-Mar-2017,549,1502,106,0.366
30-Mar-2017,1043,916,94,1.139
31-Mar-2017,23,2011,98,0.011
03-Apr-2017,1452,524,59,2.771
04-Apr-2017,843,1071,82,0.787
05-Apr-2017,926,1069,110,0.866
06-Apr-2017,431,1621,31,0.266
07-Apr-2017,456,1578,93,0.289
10-Apr-2017,584,1486,42,0.393
11-Apr-2017,767,1302,38,0.589
12-Apr-2017,1412,577,35,2.447
13-Apr-2017,1092,892,54,1.224
14-Apr-2017,165,1890,49,0.087
17-Apr-2017,1554,421,117,3.691
18-Apr-2017,667,1404,90,0.475
19-Apr-2017,523,1407,123,0.372
20-Apr-2017,1204,754,85,1.597
21-Apr-2017,908,1186,123,0.766
24-Apr-2017,1414,529,34,2.673
25-Apr-2017,935,1024,29,0.913
26-Apr-2017,181,1786,120,0.101
27-Apr-2017,357,1552,93,0.23
28-Apr-2017,607,1427,54,0.425
01-May-2017,791,1155,74,0.685
02-May-2017,835,1149,35,0.727
03-May-2017,797,1269,105,0.628
04-May-2017,892,1048,79,0.851
05-May-2017,1136,858,108,1.324
08-May-2017,1492,595,55,2.508
09-May-2017,20,1931,68,0.01
10-May-2017,443,1638,23,0.27
11-May-2017,920,991,67,0.928
12-May-2017,1154,880,37,1.311
15-May-2017,531,1423,52,0.373
16-May-2017,930,1122,125,0.829
17-May-2017,516,1508,83,0.342
18-May-2017,589,1493,51,0.395
19-May-2017,1093,892,22,1.225
22-May-2017,610,1320,59,0.462
23-May-2017,1189,860,61,1.383
24-May-2017,506,1397,123,0.362
25-May-2017,652,1422,109,0.459
26-May-2017,617,1427,89,0.432
29-May-2017,1257,759,125,1.656
30-May-2017,952,1086,96,0.877
31-May-2017,874,1161,56,0.753
01-Jun-2017,1108,864,59,1.282
02-Jun-2017,1070,857,24,1.249
05-Jun-2017,820,1252,25,0.655
06-Jun-2017,935,1144,81,0.817
07-Jun-2017,687,1302,82,0.528
08-Jun-2017,727,1252,127,0.581
09-Jun-2017,1301,740,29,1.758
12-Jun-2017,1182,852,108,1.387
13-Jun-2017,670,1335,91,0.502
14-Jun-2017,625,1391,96,0.449
15-Jun-2017,701,1390,23,0.504
16-Jun-2017,602,1461,30,0.412
19-Jun-2017,1404,533,102,2.634
20-Jun-2017,954,982,77,0.971
21-Jun-2017,818,1107,21,0.739
22-Jun-2017,871,1179,109,0.739
23-Jun-2017,484,1467,79,0.33
26-Jun-2017,1196,880,37,1.359
27-Jun-2017,882,1145,117,0.77
28-Jun-2017,365,1604,27,0.228
29-Jun-2017,925,1068,25,0.866
30-Jun-2017,799,1146,37,0.697
03-Jul-2017,593,1342,66,0.442
04-Jul-2017,1317,770,120,1.71
05-Jul-2017,1248,833,38,1.498
06-Jul-2017,1211,831,127,1.457
07-Jul-2017,508,1522,57,0.334
10-Jul-2017,515,1497,58,0.344
11-Jul-2017,260,1808,58,0.144
12-Jul-2017,662,1370,72,0.483
13-Jul-2017,658,1399,121,0.47
14-Jul-2017,1075,999,93,1.076
17-Jul-2017,1230,705,27,1.745
18-Jul-2017,616,1315,38,0.468
19-Jul-2017,355,1635,99,0.217
20-Jul-2017,1277,721,62,1.771
21-Jul-2017,816,1097,101,0.744
24-Jul-2017,832,1219,47,0.683
25-Jul-2017,617,1384,23,0.446
26-Jul-2017,422,1534,103,0.275
27-Jul-2017,756,1185,56,0.638
28-Jul-2017,881,1133,37,0.778
31-Jul-2017,671,1230,45,0.546
01-Aug-2017,697,1280,22,0.545
02-Aug-2017,578,1505,45,0.384
03-Aug-2017,1140,957,26,1.191
04-Aug-2017,1228,857,107,1.433
07-Aug-2017,757,1208,93,0.627
08-Aug-2017,615,1360,74,0.452
09-Aug-2017,1295,667,111,1.942
10-Aug-2017,237,1830,121,0.13
11-Aug-2017,773,1127,47,0.686
14-Aug-2017,927,1082,22,0.857
15-Aug-2017,848,1154,99,0.735
16-Aug-2017,922,1025,34,0.9
17-Aug-2017,968,959,90,1.009
18-Aug-2017,859,1143,66,0.752
21-Aug-2017,728,1201,123,0.606
22-Aug-2017,1373,660,36,2.08
23-Aug-2017,1150,847,121,1.358
24-Aug-2017,1067,941,53,1.134
25-Aug-2017,961,1054,118,0.912
28-Aug-2017,1288,679,79,1.897
29-Aug-2017,966,995,115,0.971
30-Aug-2017,581,1351,81,0.43
31-Aug-2017,242,1786,68,0.135
01-Sep-2017,1050,889,63,1.181
04-Sep-2017,689,1261,49,0.546
05-Sep-2017,945,1098,123,0.861
06-Sep-2017,705,1377,104,0.512
07-Sep-2017,929,1069,98,0.869
08-Sep-2017,327,1737,116,0.188
11-Sep-2017,694,1233,89,0.563
12-Sep-2017,1075,847,52,1.269
13-Sep-2017,915,986,34,0.928
14-Sep-2017,1036,1023,23,1.013
15-Sep-2017,1056,940,54,1.123
18-Sep-2017,686,1240,67,0.553
19-Sep-2017,928,1142,20,0.813
20-Sep-2017,356,1724,107,0.206
21-Sep-2017,546,1510,128,0.362
22-Sep-2017,1063,1001,56,1.062
25-Sep-2017,1344,703,125,1.912
26-Sep-2017,776,1129,81,0.687
27-Sep-2017,665,1391,116,0.478
28-Sep-2017,1206,767,116,1.572
29-Sep-2017,1159,927,106,1.25
02-Oct-2017,934,1114,26,0.838
03-Oct-2017,970,939,66,1.033
04-Oct-2017,1316,594,94,2.215
05-Oct-2017,1244,855,82,1.455
06-Oct-2017,807,1134,34,0.712
09-Oct-2017,632,1392,72,0.454
10-Oct-2017,863,1197,76,0.721
11-Oct-2017,1149,822,67,1.398
12-Oct-2017,1149,896,86,1.282
13-Oct-2017,575,1459,21,0.394
16-Oct-2017,1025,1029,36,0.996
17-Oct-2017,763,1331,45,0.573
18-Oct-2017,406,1579,93,0.257
19-Oct-2017,601,1456,100,0.413
20-Oct-2017,1335,744,114,1.794
23-Oct-2017,339,1680,116,0.202
24-Oct-2017,1169,820,44,1.426
25-Oct-2017,851,1124,59,0.757
26-Oct-2017,877,1161,78,0.755
27-Oct-2017,1245,850,124,1.465
30-Oct-2017,1662,350,36,4.749
31-Oct-2017,1274,715,20,1.782
01-Nov-2017,1248,728,36,1.714
02-Nov-2017,868,1105,117,0.786
03-Nov-2017,870,1093,107,0.796
06-Nov-2017,551,1490,74,0.37
07-Nov-2017,547,1492,53,0.367
08-Nov-2017,986,1069,39,0.922
09-Nov-2017,925,1126,99,0.821
10-Nov-2017,963,1037,116,0.929
13-Nov-2017,1300,726,96,1.791
14-Nov-2017,1593,390,95,4.085
15-Nov-2017,824,1267,117,0.65
16-Nov-2017,850,1124,27,0.756
17-Nov-2017,1060,854,95,1.241
20-Nov-2017,730,1335,104,0.547
21-Nov-2017,596,1372,108,0.434
22-Nov-2017,414,1622,103,0.255
23-Nov-2017,590,1477,32,0.399
24-Nov-2017,1112,950,112,1.171
27-Nov-2017,699,1370,33,0.51
28-Nov-2017,946,965,76,0.98
29-Nov-2017,1049,1002,129,1.047
30-Nov-2017,870,1040,34,0.837
01-Dec-2017,1096,947,108,1.157
04-Dec-2017,1225,719,93,1.704
05-Dec-2017,1362,646,25,2.108
06-Dec-2017,692,1330,65,0.52
07-Dec-2017,609,1480,30,0.411
08-Dec-2017,81,1910,82,0.042
11-Dec-2017,438,1609,26,0.272
12-Dec-2017,941,1064,124,0.884
13-Dec-2017,1120,825,42,1.358
14-Dec-2017,726,1366,44,0.531
15-Dec-2017,220,1872,32,0.118
18-Dec-2017,598,1370,44,0.436
19-Dec-2017,416,1646,25,0.253
20-Dec-2017,767,1208,45,0.635
21-Dec-2017,347,1637,70,0.212
22-Dec-2017,813,1129,20,0.72
25-Dec-2017,603,1482,53,0.407
26-Dec-2017,1173,823,114,1.425
27-Dec-2017,900,1116,97,0.806
28-Dec-2017,944,1077,28,0.877
29-Dec-2017,814,1190,127,0.684
01-Jan-2018,369,1560,115,0.237
02-Jan-2018,850,1224,65,0.694
03-Jan-2018,581,1452,101,0.4
04-Jan-2018,121,1847,128,0.066
05-Jan-2018,561,1395,124,0.402
08-Jan-2018,768,1152,79,0.667
09-Jan-2018,1052,954,111,1.103
10-Jan-2018,512,1551,99,0.33
11-Jan-2018,460,1540,21,0.299
12-Jan-2018,959,1000,38,0.959
15-Jan-2018,873,1093,32,0.799
16-Jan-2018,841,1143,45,0.736
17-Jan-2018,773,1259,69,0.614
18-Jan-2018,644,1367,89,0.471
19-Jan-2018,1503,555,104,2.708
22-Jan-2018,183,1903,69,0.096
23-Jan-2018,679,1388,41,0.489
24-Jan-2018,743,1264,120,0.588
25-Jan-2018,965,1088,99,0.887
26-Jan-2018,1461,548,41,2.666
29-Jan-2018,874,1077,99,0.812
30-Jan-2018,276,1760,79,0.157
31-Jan-2018,1417,633,34,2.239
01-Feb-2018,353,1589,40,0.222
02-Feb-2018,700,1341,71,0.522
