Date,Gold (USD/troy oz)
2018-12-06,158300.76
2018-12-07,156458.42
2018-12-10,158006.88
2018-12-11,159527.94
2018-12-12,159577.24
2018-12-13,159385.88
2018-12-14,160448.54
2018-12-17,158606.49
2018-12-18,161255.44
2018-12-19,159619.29
2018-12-20,154781.51
2018-12-21,153715.03
2018-12-24,155623.36
2018-12-25,154105.32
2018-12-26,151555.35
2018-12-27,151389.66
2018-12-28,149709.74
2018-12-31,148534.55
2019-01-01,147932.23
2019-01-02,148432.17
2019-01-03,147659.28
2019-01-04,147147.46
2019-01-07,146878.0
2019-01-08,144919.39
2019-01-09,144446.23
2019-01-10,143830.78
2019-01-11,141596.45
2019-01-14,143628.91
2019-01-15,143954.87
2019-01-16,147586.5
2019-01-17,147073.52
2019-01-18,149558.72
2019-01-21,150239.13
2019-01-22,149095.34
2019-01-23,151065.65
2019-01-24,151404.9
2019-01-25,152845.1
2019-01-28,151490.62
2019-01-29,151795.08
2019-01-30,149163.12
2019-01-31,149635.42
2019-02-01,146110.04
2019-02-04,146797.01
2019-02-05,150876.51
2019-02-06,152915.65
2019-02-07,151629.48
2019-02-08,148811.71
2019-02-11,149916.67
2019-02-12,149763.82
2019-02-13,146569.43
2019-02-14,146659.14
2019-02-15,145778.58
2019-02-18,145703.81
2019-02-19,143545.24
2019-02-20,143706.12
2019-02-21,144458.38
2019-02-22,143794.77
2019-02-25,142093.9
2019-02-26,143222.06
2019-02-27,143584.55
2019-02-28,144945.82
2019-03-01,142996.1
2019-03-04,142347.33
2019-03-05,140086.47
2019-03-06,139844.56
2019-03-07,141844.85
2019-03-08,140886.69
2019-03-11,138667.51
2019-03-12,140261.63
2019-03-13,141976.59
2019-03-14,141666.22
2019-03-15,141591.26
2019-03-18,140885.21
2019-03-19,142488.68
2019-03-20,145115.41
2019-03-21,147153.0
2019-03-22,149680.8
2019-03-25,152546.16
2019-03-26,151527.91
2019-03-27,152919.98
2019-03-28,151193.49
2019-03-29,153777.28
2019-04-01,154844.11
2019-04-02,155869.86
2019-04-03,156292.13
2019-04-04,157873.09
2019-04-05,158449.07
2019-04-08,154831.87
2019-04-09,157338.06
2019-04-10,160432.26
2019-04-11,160089.45
2019-04-12,158417.35
2019-04-15,157594.79
2019-04-16,156916.69
2019-04-17,159278.58
2019-04-18,158840.12
2019-04-19,157370.71
2019-04-22,158055.53
2019-04-23,160776.2
2019-04-24,158249.18
2019-04-25,160318.7
2019-04-26,161570.9
2019-04-29,162528.63
2019-04-30,159764.71
2019-05-01,161990.45
2019-05-02,162198.86
2019-05-03,166198.11
2019-05-06,166369.27
2019-05-07,167977.64
2019-05-08,168728.8
2019-05-09,167571.57
2019-05-10,165143.1
2019-05-13,164775.35
2019-05-14,168067.86
2019-05-15,170685.18
2019-05-16,169828.3
2019-05-17,167487.31
2019-05-20,166767.77
2019-05-21,168435.79
2019-05-22,168747.02
2019-05-23,168640.55
2019-05-24,165175.73
2019-05-27,168015.52
2019-05-28,165799.84
2019-05-29,165781.3
2019-05-30,168008.77
2019-05-31,171981.53
2019-06-03,176464.59
2019-06-04,175071.5
2019-06-05,176141.03
2019-06-06,178077.28
2019-06-07,182568.82
2019-06-10,180818.32
2019-06-11,179680.73
2019-06-12,179889.64
2019-06-13,179370.38
2019-06-14,182166.9
2019-06-17,182192.27
2019-06-18,182537.84
2019-06-19,183299.01
2019-06-20,182520.84
2019-06-21,185112.35
2019-06-24,186752.75
2019-06-25,188244.3
2019-06-26,188599.11
2019-06-27,185045.81
2019-06-28,188549.44
2019-07-01,188218.98
2019-07-02,190155.14
2019-07-03,187846.91
2019-07-04,190688.81
2019-07-05,187823.35
2019-07-08,187206.18
2019-07-09,186816.27
2019-07-10,190128.64
2019-07-11,190857.87
2019-07-12,192209.96
2019-07-15,192254.5
2019-07-16,188678.81
2019-07-17,189167.59
2019-07-18,191778.3
2019-07-19,194408.58
2019-07-22,192245.03
2019-07-23,190124.39
2019-07-24,189033.25
2019-07-25,189594.77
2019-07-26,190595.13
2019-07-29,196047.35
2019-07-30,192830.91
2019-07-31,193606.55
2019-08-01,194845.26
2019-08-02,198425.37
2019-08-05,202308.88
2019-08-06,203938.67
2019-08-07,205700.74
2019-08-08,204915.28
2019-08-09,204836.84
2019-08-12,208077.52
2019-08-13,207532.41
2019-08-14,208120.36
2019-08-15,205336.57
2019-08-16,207045.28
2019-08-19,207638.38
2019-08-20,203712.72
2019-08-21,202820.16
2019-08-22,203282.88
2019-08-23,199931.12
2019-08-26,198830.02
2019-08-27,201762.44
2019-08-28,203449.0
2019-08-29,206552.14
2019-08-30,207440.21
2019-09-02,205188.09
2019-09-03,201820.39
2019-09-04,205677.73
2019-09-05,206692.79
2019-09-06,203492.42
2019-09-09,201138.27
2019-09-10,200922.77
2019-09-11,204462.65
2019-09-12,205981.43
2019-09-13,205360.0
2019-09-16,202586.6
2019-09-17,208017.8
2019-09-18,205377.63
2019-09-19,203453.18
2019-09-20,203580.84
2019-09-23,202991.12
2019-09-24,200350.06
2019-09-25,197490.7
2019-09-26,197880.3
2019-09-27,199324.1
2019-09-30,201235.88
2019-10-01,204581.87
2019-10-02,202661.42
2019-10-03,203548.94
2019-10-04,202001.07
2019-10-07,200557.05
2019-10-08,196205.46
2019-10-09,198752.08
2019-10-10,198738.3
2019-10-11,200861.58
2019-10-14,206735.92
2019-10-15,208555.95
2019-10-16,210309.76
2019-10-17,210683.13
2019-10-18,212424.47
2019-10-21,215900.96
2019-10-22,215889.59
2019-10-23,215700.14
2019-10-24,216422.44
2019-10-25,212718.02
2019-10-28,208673.38
2019-10-29,208717.97
2019-10-30,211473.16
2019-10-31,212687.08
2019-11-01,215975.45
2019-11-04,222091.72
2019-11-05,224851.7
2019-11-06,224287.55
2019-11-07,224363.93
2019-11-08,221658.9
2019-11-11,223764.86
2019-11-12,223147.77
2019-11-13,226503.47
2019-11-14,228616.53
2019-11-15,228815.14
2019-11-18,228217.74
2019-11-19,227090.06
2019-11-20,223347.95
2019-11-21,224826.98
2019-11-22,224398.14
2019-11-25,223990.12
2019-11-26,226550.82
2019-11-27,228583.93
2019-11-28,224602.0
2019-11-29,229336.98
2019-12-02,228371.0
2019-12-03,231269.49
2019-12-04,233523.33
2019-12-05,234276.46
2019-12-06,238213.71
2019-12-09,241083.97
2019-12-10,241055.87
2019-12-11,242818.04
2019-12-12,248333.66
2019-12-13,250691.1
2019-12-16,255489.3
2019-12-17,246117.59
2019-12-18,246856.74
2019-12-19,248407.32
2019-12-20,250947.83
2019-12-23,252638.88
2019-12-24,252120.5
2019-12-25,252245.02
2019-12-26,252598.69
2019-12-27,251134.97
2019-12-30,253363.45
2019-12-31,255161.57
2020-01-01,256843.1
2020-01-02,253324.13
2020-01-03,261365.75
2020-01-06,259081.44
2020-01-07,259192.86
2020-01-08,258476.87
2020-01-09,253416.1
2020-01-10,257114.24
2020-01-13,256632.07
2020-01-14,255377.99
2020-01-15,257727.69
2020-01-16,262840.03
2020-01-17,261857.41
2020-01-20,257633.03
2020-01-21,254237.19
2020-01-22,258501.87
2020-01-23,256656.88
2020-01-24,258298.2
2020-01-27,256841.19
2020-01-28,260982.32
2020-01-29,258760.89
2020-01-30,259227.78
2020-01-31,256051.34
2020-02-03,253968.25
2020-02-04,258393.01
2020-02-05,253812.29
2020-02-06,249153.68
2020-02-07,255513.23
2020-02-10,256306.02
2020-02-11,253772.47
2020-02-12,251444.92
2020-02-13,246889.79
2020-02-14,253261.29
2020-02-17,250382.28
2020-02-18,250496.76
2020-02-19,251122.89
2020-02-20,245828.57
2020-02-21,247976.69
2020-02-24,245523.78
2020-02-25,245830.75
2020-02-26,246934.49
2020-02-27,246745.0
2020-02-28,250539.07
2020-03-02,248857.14
2020-03-03,252436.93
2020-03-04,258428.91
2020-03-05,256843.12
2020-03-06,256229.22
2020-03-09,251915.8
2020-03-10,255478.97
2020-03-11,251001.62
2020-03-12,255373.58
2020-03-13,257019.03
2020-03-16,263105.65
2020-03-17,261157.55
2020-03-18,267410.43
2020-03-19,266603.79
2020-03-20,262386.55
2020-03-23,259665.13
2020-03-24,265336.24
2020-03-25,267361.15
2020-03-26,265100.93
2020-03-27,262112.77
2020-03-30,261558.46
2020-03-31,264491.39
2020-04-01,264545.83
2020-04-02,269830.1
2020-04-03,265360.07
2020-04-06,258786.81
2020-04-07,263910.88
2020-04-08,263380.3
2020-04-09,265051.34
2020-04-10,261651.8
2020-04-13,265424.25
2020-04-14,267049.46
2020-04-15,268297.21
2020-04-16,271497.74
2020-04-17,276302.24
2020-04-20,271728.46
2020-04-21,270691.12
2020-04-22,274977.13
2020-04-23,270081.89
2020-04-24,273875.53
2020-04-27,274760.24
2020-04-28,274538.2
2020-04-29,277342.4
2020-04-30,275952.0
2020-05-01,275117.12
2020-05-04,271575.88
2020-05-05,272306.56
2020-05-06,274378.83
2020-05-07,274758.49
2020-05-08,277271.86
2020-05-11,272352.89
2020-05-12,272635.79
2020-05-13,272683.21
2020-05-14,272080.68
2020-05-15,280203.92
2020-05-18,277784.08
2020-05-19,282298.31
2020-05-20,285865.76
2020-05-21,298089.33
2020-05-22,300880.62
2020-05-25,294805.33
2020-05-26,295254.29
2020-05-27,299802.17
2020-05-28,295221.34
2020-05-29,291604.5
2020-06-01,293610.19
2020-06-02,292484.8
2020-06-03,293528.8
2020-06-04,295147.21
2020-06-05,300149.32
2020-06-08,299304.22
2020-06-09,298386.35
2020-06-10,302851.9
2020-06-11,307374.94
2020-06-12,302489.73
2020-06-15,300326.61
2020-06-16,303281.88
2020-06-17,305841.68
2020-06-18,299551.37
2020-06-19,295690.99
2020-06-22,295265.89
2020-06-23,296597.9
2020-06-24,292511.52
2020-06-25,293978.29
2020-06-26,296663.96
2020-06-29,296690.85
2020-06-30,297071.72
2020-07-01,297362.71
2020-07-02,294092.5
2020-07-03,294215.57
2020-07-06,290221.65
2020-07-07,289357.19
2020-07-08,292077.27
2020-07-09,287658.36
2020-07-10,283183.91
2020-07-13,279207.44
2020-07-14,275757.65
2020-07-15,280550.15
2020-07-16,281863.71
2020-07-17,285641.74
2020-07-20,285847.02
2020-07-21,287417.93
2020-07-22,291218.75
2020-07-23,290689.91
2020-07-24,295363.33
2020-07-27,292680.27
2020-07-28,289628.32
2020-07-29,291016.61
2020-07-30,290209.42
2020-07-31,293923.03
2020-08-03,291315.75
2020-08-04,289204.62
2020-08-05,293199.81
2020-08-06,299970.15
2020-08-07,297323.81
2020-08-10,295669.95
2020-08-11,295388.0
2020-08-12,301868.46
2020-08-13,299460.87
2020-08-14,301971.18
2020-08-17,300090.12
2020-08-18,299358.49
2020-08-19,298578.96
2020-08-20,300986.7
2020-08-21,297587.11
2020-08-24,307100.26
2020-08-25,307411.28
2020-08-26,304747.37
2020-08-27,308095.85
2020-08-28,310862.8
2020-08-31,309174.1
2020-09-01,308565.33
2020-09-02,309669.03
2020-09-03,307614.27
2020-09-04,310319.58
2020-09-07,307635.11
2020-09-08,305919.04
2020-09-09,302275.29
2020-09-10,295539.84
2020-09-11,297939.05
2020-09-14,297460.67
2020-09-15,297014.07
2020-09-16,297591.7
2020-09-17,297145.07
2020-09-18,300558.26
2020-09-21,302136.51
2020-09-22,298437.47
2020-09-23,296321.6
2020-09-24,300332.49
2020-09-25,306575.96
2020-09-28,303679.27
2020-09-29,306407.07
2020-09-30,309654.84
2020-10-01,312651.89
2020-10-02,302674.04
2020-10-05,305824.1
2020-10-06,308615.95
2020-10-07,308151.22
2020-10-08,306333.3
2020-10-09,309941.98
2020-10-12,313581.39
2020-10-13,316752.6
2020-10-14,322307.98
2020-10-15,327915.91
2020-10-16,328948.24
2020-10-19,318430.81
2020-10-20,319918.02
2020-10-21,318802.81
2020-10-22,323847.35
2020-10-23,327683.86
2020-10-26,327953.36
2020-10-27,328897.62
2020-10-28,331865.75
2020-10-29,323423.4
2020-10-30,322188.18
2020-11-02,327734.37
2020-11-03,325558.79
2020-11-04,332055.21
2020-11-05,331778.65
2020-11-06,325892.58
2020-11-09,323887.33
2020-11-10,333951.22
2020-11-11,335498.71
2020-11-12,346641.87
2020-11-13,356325.64
2020-11-16,355831.35
2020-11-17,356298.72
2020-11-18,357208.03
2020-11-19,353212.52
2020-11-20,353006.65
2020-11-23,353661.38
2020-11-24,358613.47
2020-11-25,357603.52
2020-11-26,359084.64
2020-11-27,358971.26
2020-11-30,351658.92
2020-12-01,348544.9
2020-12-02,350278.8
2020-12-03,347189.71
2020-12-04,352605.64
2020-12-07,356977.06
2020-12-08,358898.47
2020-12-09,361018.66
2020-12-10,355435.19
2020-12-11,359712.66
2020-12-14,357877.16
2020-12-15,355379.48
2020-12-16,359892.54
2020-12-17,355747.8
2020-12-18,359830.13
2020-12-21,362527.39
2020-12-22,358941.14
2020-12-23,357954.21
2020-12-24,355798.94
2020-12-25,352996.97
2020-12-28,359634.15
2020-12-29,360658.09
2020-12-30,356939.46
2020-12-31,352048.59
2021-01-01,358407.36
2021-01-04,358043.41
2021-01-05,353003.21
2021-01-06,354827.12
2021-01-07,355829.36
2021-01-08,353720.41
2021-01-11,357736.84
2021-01-12,364920.3
2021-01-13,360788.09
2021-01-14,361808.47
2021-01-15,361437.8
2021-01-18,365040.3
2021-01-19,364018.67
2021-01-20,364327.39
2021-01-21,364369.67
2021-01-22,369956.22
2021-01-25,365771.3
2021-01-26,355139.4
2021-01-27,355981.76
2021-01-28,358387.67
2021-01-29,358858.19
2021-02-01,363007.62
2021-02-02,366047.33
2021-02-03,365084.23
2021-02-04,360030.73
2021-02-05,353806.06
2021-02-08,353732.64
2021-02-09,360200.51
2021-02-10,363357.77
2021-02-11,360135.81
2021-02-12,358282.54
2021-02-15,354413.07
2021-02-16,357566.0
2021-02-17,357032.38
2021-02-18,352524.02
2021-02-19,349166.91
2021-02-22,356122.62
2021-02-23,356419.29
2021-02-24,347940.76
2021-02-25,348058.52
2021-02-26,348565.1
2021-03-01,348705.3
2021-03-02,345710.49
2021-03-03,352501.9
2021-03-04,343328.26
2021-03-05,341200.52
2021-03-08,337319.03
2021-03-09,344803.39
2021-03-10,349363.11
2021-03-11,348891.97
2021-03-12,348725.38
2021-03-15,350304.52
2021-03-16,355885.91
2021-03-17,352917.26
2021-03-18,352656.8
2021-03-19,349092.05
2021-03-22,354727.5
2021-03-23,357908.36
2021-03-24,357573.0
2021-03-25,355016.1
2021-03-26,363925.1
2021-03-29,371060.28
2021-03-30,373413.63
2021-03-31,376690.99
2021-04-01,375394.82
2021-04-02,381835.02
2021-04-05,377722.88
2021-04-06,383226.83
2021-04-07,378877.16
2021-04-08,378795.18
2021-04-09,377262.07
2021-04-12,382127.66
2021-04-13,379169.6
2021-04-14,380487.9
2021-04-15,378708.76
2021-04-16,382557.97
2021-04-19,386601.58
2021-04-20,392924.9
2021-04-21,396350.69
2021-04-22,396239.44
2021-04-23,401848.7
2021-04-26,400577.72
2021-04-27,402588.68
2021-04-28,399835.62
2021-04-29,402131.32
2021-04-30,389757.39
2021-05-03,391907.8
2021-05-04,397045.32
2021-05-05,403770.55
2021-05-06,409703.71
2021-05-07,423446.38
2021-05-10,431544.86
2021-05-11,434468.45
2021-05-12,435922.71
2021-05-13,435262.26
2021-05-14,436669.5
2021-05-17,442562.39
2021-05-18,440058.25
2021-05-19,442000.82
2021-05-20,445111.54
2021-05-21,445347.84
2021-05-24,451142.74
2021-05-25,445571.83
2021-05-26,447502.86
2021-05-27,450432.3
2021-05-28,450622.39
2021-05-31,448703.96
2021-06-01,453057.47
2021-06-02,453489.35
2021-06-03,454057.75
2021-06-04,472668.43
2021-06-07,482207.41
2021-06-08,477350.85
2021-06-09,475381.98
2021-06-10,478683.16
2021-06-11,484955.07
2021-06-14,485635.29
2021-06-15,494684.02
2021-06-16,504508.75
2021-06-17,507650.75
2021-06-18,510398.89
2021-06-21,519832.29
2021-06-22,529595.89
2021-06-23,532363.02
2021-06-24,533897.09
2021-06-25,532605.0
2021-06-28,541800.88
2021-06-29,545812.88
2021-06-30,538260.49
2021-07-01,532038.03
2021-07-02,529834.04
2021-07-05,529613.48
2021-07-06,525050.64
2021-07-07,518262.31
2021-07-08,512402.48
2021-07-09,513987.35
2021-07-12,515705.38
2021-07-13,511296.52
2021-07-14,515155.75
2021-07-15,508847.47
2021-07-16,505844.81
2021-07-19,502265.74
2021-07-20,514368.56
2021-07-21,511166.08
2021-07-22,498504.6
2021-07-23,505965.01
2021-07-26,495913.94
2021-07-27,494617.79
2021-07-28,495906.68
2021-07-29,495713.85
2021-07-30,491330.81
2021-08-02,496170.14
2021-08-03,495193.06
2021-08-04,498323.52
2021-08-05,492334.98
2021-08-06,494689.08
2021-08-09,496358.39
2021-08-10,492211.35
2021-08-11,493066.48
2021-08-12,497157.11
2021-08-13,500645.64
2021-08-16,498247.66
2021-08-17,499425.88
2021-08-18,506986.03
2021-08-19,513693.11
2021-08-20,512099.24
2021-08-23,529330.81
2021-08-24,524915.54
2021-08-25,522886.87
2021-08-26,523130.86
2021-08-27,524825.27
2021-08-30,524777.18
2021-08-31,528000.75
2021-09-01,529563.44
2021-09-02,533695.44
2021-09-03,531520.83
2021-09-06,534337.35
2021-09-07,548995.62
2021-09-08,557309.7
2021-09-09,568351.88
2021-09-10,562825.7
2021-09-13,559991.01
2021-09-14,565706.96
2021-09-15,563770.67
2021-09-16,572723.27
2021-09-17,567395.26
2021-09-20,556063.72
2021-09-21,554850.19
2021-09-22,559574.61
2021-09-23,554793.38
2021-09-24,547774.82
2021-09-27,548596.46
2021-09-28,546534.59
2021-09-29,547817.41
2021-09-30,538063.8
2021-10-01,537017.61
2021-10-04,529746.48
2021-10-05,525063.13
2021-10-06,531344.38
2021-10-07,531803.6
2021-10-08,522692.08
2021-10-11,528959.16
2021-10-12,526042.94
2021-10-13,519550.3
2021-10-14,513819.4
2021-10-15,501227.35
2021-10-18,500905.47
2021-10-19,498333.5
2021-10-20,505353.8
2021-10-21,500944.71
2021-10-22,505255.4
2021-10-25,517405.05
2021-10-26,514541.27
2021-10-27,512220.33
2021-10-28,502824.53
2021-10-29,498287.39
2021-11-01,491782.88
2021-11-02,487027.13
2021-11-03,496205.88
2021-11-04,507787.71
2021-11-05,512617.18
2021-11-08,511493.55
2021-11-09,508784.53
2021-11-10,518725.49
2021-11-11,516176.76
2021-11-12,531613.8
2021-11-15,530551.31
2021-11-16,534470.26
2021-11-17,536100.84
2021-11-18,533855.52
2021-11-19,535954.38
2021-11-22,532119.29
2021-11-23,533065.71
2021-11-24,537970.88
2021-11-25,535335.32
2021-11-26,537332.48
2021-11-29,542404.95
2021-11-30,540786.01
2021-12-01,538522.03
2021-12-02,550360.23
2021-12-03,542490.27
2021-12-06,542287.48
2021-12-07,543411.85
2021-12-08,536136.19
2021-12-09,531096.73
2021-12-10,530174.74
2021-12-13,530783.03
2021-12-14,521930.2
2021-12-15,515096.13
2021-12-16,518047.98
2021-12-17,524723.76
2021-12-20,522507.75
2021-12-21,531899.1
2021-12-22,533264.41
2021-12-23,540835.31
2021-12-24,542077.81
2021-12-27,530354.1
2021-12-28,547732.6
2021-12-29,551739.59
2021-12-30,542977.65
2021-12-31,545388.17
2022-01-03,551120.35
2022-01-04,563618.7
2022-01-05,576434.33
2022-01-06,574757.67
2022-01-07,574624.9
2022-01-10,582491.11
2022-01-11,590575.04
2022-01-12,595188.88
2022-01-13,612691.81
2022-01-14,600349.02
2022-01-17,604938.0
2022-01-18,615933.94
2022-01-19,615861.56
2022-01-20,615180.38
2022-01-21,615578.7
2022-01-24,628392.48
2022-01-25,626821.05
2022-01-26,637657.59
2022-01-27,633713.27
2022-01-28,624755.49
2022-01-31,621099.97
2022-02-01,627832.12
2022-02-02,637691.26
2022-02-03,641532.57
2022-02-04,645468.47
2022-02-07,645966.53
2022-02-08,636959.07
2022-02-09,631773.69
2022-02-10,633626.85
2022-02-11,645091.11
2022-02-14,633492.34
2022-02-15,637323.15
2022-02-16,625322.28
2022-02-17,617805.85
2022-02-18,622656.07
2022-02-21,620477.96
2022-02-22,622771.47
2022-02-23,624022.09
2022-02-24,597578.0
2022-02-25,599588.01
2022-02-28,602755.96
2022-03-01,590607.05
2022-03-02,596318.83
2022-03-03,583312.43
2022-03-04,588966.92
2022-03-07,591802.95
2022-03-08,593511.68
2022-03-09,601847.97
2022-03-10,605412.66
2022-03-11,609915.43
2022-03-14,597459.88
2022-03-15,593732.8
2022-03-16,592153.55
2022-03-17,595004.38
2022-03-18,579462.32
2022-03-21,573651.26
2022-03-22,576337.7
2022-03-23,571744.38
2022-03-24,565654.1
2022-03-25,552942.81
2022-03-28,553080.04
2022-03-29,563139.55
2022-03-30,566345.26
2022-03-31,567372.92
2022-04-01,574215.77
2022-04-04,572246.32
2022-04-05,578146.32
2022-04-06,573995.26
2022-04-07,581800.87
2022-04-08,588170.65
2022-04-11,571824.32
2022-04-12,563063.5
2022-04-13,564307.94
2022-04-14,569772.68
2022-04-15,565429.45
2022-04-18,556652.74
2022-04-19,564210.37
2022-04-20,554738.06
2022-04-21,553349.17
2022-04-22,554726.33
2022-04-25,537460.36
2022-04-26,527478.84
2022-04-27,545979.31
2022-04-28,549160.15
2022-04-29,550981.75
2022-05-02,563374.05
2022-05-03,576620.3
2022-05-04,575789.54
2022-05-05,569222.16
2022-05-06,572981.72
2022-05-09,564860.63
2022-05-10,564236.08
2022-05-11,556666.82
2022-05-12,557336.23
2022-05-13,571058.39
2022-05-16,561662.21
2022-05-17,572876.7
2022-05-18,576121.94
2022-05-19,580601.25
2022-05-20,582469.72
2022-05-23,583691.75
2022-05-24,599358.19
2022-05-25,589657.2
2022-05-26,582366.29
2022-05-27,589476.53
2022-05-30,599741.81
2022-05-31,616116.93
2022-06-01,628611.58
2022-06-02,635988.44
2022-06-03,646076.56
2022-06-06,653012.33
2022-06-07,667510.96
2022-06-08,669583.79
2022-06-09,680888.27
2022-06-10,688577.72
2022-06-13,694126.29
2022-06-14,688955.23
2022-06-15,698577.26
2022-06-16,705127.26
2022-06-17,691565.01
2022-06-20,692490.67
2022-06-21,692046.36
2022-06-22,688763.0
2022-06-23,697909.25
2022-06-24,693545.2
2022-06-27,691985.82
2022-06-28,691386.14
2022-06-29,686141.04
2022-06-30,698608.61
2022-07-01,698000.95
2022-07-04,701922.12
2022-07-05,717410.35
2022-07-06,722183.71
2022-07-07,721541.36
2022-07-08,723840.94
2022-07-11,729927.7
2022-07-12,739897.97
2022-07-13,746150.82
2022-07-14,738707.15
2022-07-15,737416.55
2022-07-18,734743.27
2022-07-19,750212.13
2022-07-20,749061.7
2022-07-21,738170.98
2022-07-22,738055.28
2022-07-25,743296.13
2022-07-26,735425.76
2022-07-27,725001.75
2022-07-28,740920.07
2022-07-29,751377.36
2022-08-01,748915.7
2022-08-02,737495.84
2022-08-03,739269.71
2022-08-04,750715.2
2022-08-05,757676.63
2022-08-08,751672.36
2022-08-09,764440.42
2022-08-10,756990.49
2022-08-11,764927.7
2022-08-12,772203.29
2022-08-15,769653.76
2022-08-16,760497.27
2022-08-17,778951.71
2022-08-18,785551.02
2022-08-19,782701.03
2022-08-22,795317.79
2022-08-23,795846.19
2022-08-24,775706.4
2022-08-25,770370.28
2022-08-26,766340.0
2022-08-29,775852.66
2022-08-30,773658.07
2022-08-31,770363.62
2022-09-01,784041.63
2022-09-02,781380.0
2022-09-05,786414.34
2022-09-06,790157.35
2022-09-07,794980.28
2022-09-08,797431.71
2022-09-09,795843.8
2022-09-12,810335.68
2022-09-13,802631.83
2022-09-14,823365.96
2022-09-15,842654.05
2022-09-16,835743.74
2022-09-19,839522.06
2022-09-20,842230.1
2022-09-21,850187.66
2022-09-22,851355.64
2022-09-23,844653.25
2022-09-26,847207.55
2022-09-27,857810.71
2022-09-28,857763.6
2022-09-29,873365.85
2022-09-30,874719.08
2022-10-03,896614.93
2022-10-04,914268.87
2022-10-05,901118.0
2022-10-06,909866.34
2022-10-07,904175.29
2022-10-10,889765.38
2022-10-11,900442.25
2022-10-12,914361.31
2022-10-13,932412.27
2022-10-14,944428.0
2022-10-17,939407.06
2022-10-18,935187.26
2022-10-19,941930.19
2022-10-20,943398.18
2022-10-21,956911.74
2022-10-24,973921.12
2022-10-25,978496.71
2022-10-26,990207.79
2022-10-27,999735.89
2022-10-28,1010807.73
2022-10-31,1015845.46
2022-11-01,1000200.44
2022-11-02,1007356.99
2022-11-03,986264.99
2022-11-04,966207.74
2022-11-07,967529.46
2022-11-08,968829.09
2022-11-09,977707.33
2022-11-10,1007083.87
2022-11-11,1031062.84
2022-11-14,1047362.06
2022-11-15,1030703.74
2022-11-16,1020083.82
2022-11-17,1011197.17
2022-11-18,1021847.3
2022-11-21,1031712.35
2022-11-22,1054811.86
2022-11-23,1051489.16
2022-11-24,1062614.11
2022-11-25,1064790.9
2022-11-28,1069536.53
2022-11-29,1066696.84
2022-11-30,1054238.05
2022-12-01,1044863.44
2022-12-02,1049617.23
2022-12-05,1060520.0
2022-12-06,1054708.62
2022-12-07,1042100.95
2022-12-08,1032857.58
2022-12-09,1023010.21
2022-12-12,1017648.39
2022-12-13,1047008.85
2022-12-14,1065145.15
2022-12-15,1051348.21
2022-12-16,1064678.2
2022-12-19,1054838.85
2022-12-20,1052850.75
2022-12-21,1057042.77
2022-12-22,1050382.37
2022-12-23,1060359.37
2022-12-26,1086822.5
2022-12-27,1092020.77
2022-12-28,1106952.96
2022-12-29,1115240.13
2022-12-30,1126476.24
2023-01-02,1133035.82
2023-01-03,1116994.79
2023-01-04,1129273.62
2023-01-05,1143306.47
2023-01-06,1159370.71
2023-01-09,1182137.35
2023-01-10,1208365.46
2023-01-11,1235518.35
2023-01-12,1221019.65
2023-01-13,1236234.91
2023-01-16,1232835.94
2023-01-17,1225251.28
2023-01-18,1204188.38
2023-01-19,1214058.8
2023-01-20,1232403.6
2023-01-23,1238922.42
2023-01-24,1234543.63
2023-01-25,1217138.9
2023-01-26,1197039.68
2023-01-27,1203923.0
2023-01-30,1205003.13
2023-01-31,1200090.97
2023-02-01,1202330.86
2023-02-02,1170863.73
2023-02-03,1176975.19
2023-02-06,1171956.26
2023-02-07,1160340.54
2023-02-08,1153948.34
2023-02-09,1161654.54
2023-02-10,1169988.31
2023-02-13,1185798.77
2023-02-14,1179864.11
2023-02-15,1189229.52
2023-02-16,1211423.16
2023-02-17,1213054.25
2023-02-20,1188349.98
2023-02-21,1164987.82
2023-02-22,1158335.98
2023-02-23,1168073.59
2023-02-24,1151726.02
2023-02-27,1157344.2
2023-02-28,1146173.47
2023-03-01,1158690.62
2023-03-02,1172550.73
2023-03-03,1167025.12
2023-03-06,1163758.66
2023-03-07,1168819.33
2023-03-08,1168823.34
2023-03-09,1187551.5
2023-03-10,1196907.28
2023-03-13,1208280.79
2023-03-14,1204591.8
2023-03-15,1196498.13
2023-03-16,1189357.16
2023-03-17,1195836.01
2023-03-20,1196090.92
2023-03-21,1197428.01
2023-03-22,1199989.35
2023-03-23,1199839.68
2023-03-24,1198637.65
2023-03-27,1201685.82
2023-03-28,1217795.81
2023-03-29,1206067.68
2023-03-30,1205606.94
2023-03-31,1199348.62
2023-04-03,1186862.83
2023-04-04,1191999.27
2023-04-05,1186104.46
2023-04-06,1209122.35
2023-04-07,1210759.27
2023-04-10,1210898.33
2023-04-11,1221646.4
2023-04-12,1221090.63
2023-04-13,1214750.54
2023-04-14,1223618.9
2023-04-17,1216350.75
2023-04-18,1229817.03
2023-04-19,1222432.86
2023-04-20,1236563.35
2023-04-21,1246674.14
2023-04-24,1248614.69
2023-04-25,1260372.43
2023-04-26,1248402.99
2023-04-27,1243584.15
2023-04-28,1269982.74
2023-05-01,1270324.04
2023-05-02,1286847.38
2023-05-03,1278091.95
2023-05-04,1264457.38
2023-05-05,1254222.74
2023-05-08,1286377.95
2023-05-09,1290876.84
